thickness_mm,length_m,width_m,number_of_sheets,total_weight_kg,casting_electricity_kwh,casting_carbon_kgco2e,casting_naturalgas_nm3,casting_wastewater_l,hotrolling_electricity_kwh,hotrolling_carbon_kgco2e,hotrolling_naturalgas_nm3,hotrolling_wastewater_l,coldrolling_electricity_kwh,coldrolling_carbon_kgco2e,coldrolling_naturalgas_nm3,coldrolling_wastewater_l,heattreatment_electricity_kwh,heattreatment_carbon_kgco2e,heattreatment_naturalgas_nm3,heattreatment_wastewater_l,finishing_electricity_kwh,finishing_carbon_kgco2e,finishing_naturalgas_nm3,finishing_wastewater_l,total_electricity_kwh,total_carbon_kgco2e,total_naturalgas_nm3,total_wastewater_l,manufacturing_cost_per_unit,quality_score,transport_cost,product_type,route_type,energy_source,grade,source_name,outer_radius_m,inner_radius_m,volume_m3,weight_kg,electricity_kwh,carbon_kgco2e,natural_gas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_usd,distance_km,price_per_kg_usd,electricity_price_usd_per_kwh,scrap_input_kg,scrap_quality_pct,crushing__electricity_kwh,crushing__carbon_kgco2e,crushing__naturalgas_nm3,crushing__wastewater_l,crushing__liquidfuel_l,crushing__fluorine_g,crushing__so2_g,furnace_melting__electricity_kwh,furnace_melting__carbon_kgco2e,furnace_melting__naturalgas_nm3,furnace_melting__wastewater_l,furnace_melting__liquidfuel_l,furnace_melting__fluorine_g,furnace_melting__so2_g,separation__electricity_kwh,separation__carbon_kgco2e,separation__naturalgas_nm3,separation__wastewater_l,separation__liquidfuel_l,separation__fluorine_g,separation__so2_g,final_casting__electricity_kwh,final_casting__carbon_kgco2e,final_casting__naturalgas_nm3,final_casting__wastewater_l,final_casting__liquidfuel_l,final_casting__fluorine_g,final_casting__so2_g,total__electricity_kwh,total__carbon_kgco2e,total__naturalgas_nm3,total__wastewater_l,total__liquidfuel_l,total__fluorine_g,total__so2_g,prep_of_mining__electricity_kwh,prep_of_mining__carbon_kgco2e,prep_of_mining__naturalgas_nm3,prep_of_mining__wastewater_l,prep_of_mining__liquidfuel_l,prep_of_mining__fluorine_g,prep_of_mining__so2_g,actual_mining__electricity_kwh,actual_mining__carbon_kgco2e,actual_mining__naturalgas_nm3,actual_mining__wastewater_l,actual_mining__liquidfuel_l,actual_mining__fluorine_g,actual_mining__so2_g,grinding__electricity_kwh,grinding__carbon_kgco2e,grinding__naturalgas_nm3,grinding__wastewater_l,grinding__liquidfuel_l,grinding__fluorine_g,grinding__so2_g,pressure_digestion__electricity_kwh,pressure_digestion__carbon_kgco2e,pressure_digestion__naturalgas_nm3,pressure_digestion__wastewater_l,pressure_digestion__liquidfuel_l,pressure_digestion__fluorine_g,pressure_digestion__so2_g,clarification__electricity_kwh,clarification__carbon_kgco2e,clarification__naturalgas_nm3,clarification__wastewater_l,clarification__liquidfuel_l,clarification__fluorine_g,clarification__so2_g,precipitation__electricity_kwh,precipitation__carbon_kgco2e,precipitation__naturalgas_nm3,precipitation__wastewater_l,precipitation__liquidfuel_l,precipitation__fluorine_g,precipitation__so2_g,seed_separation__electricity_kwh,seed_separation__carbon_kgco2e,seed_separation__naturalgas_nm3,seed_separation__wastewater_l,seed_separation__liquidfuel_l,seed_separation__fluorine_g,seed_separation__so2_g,washing_filtering_1__electricity_kwh,washing_filtering_1__carbon_kgco2e,washing_filtering_1__naturalgas_nm3,washing_filtering_1__wastewater_l,washing_filtering_1__liquidfuel_l,washing_filtering_1__fluorine_g,washing_filtering_1__so2_g,washing_filtering_2__electricity_kwh,washing_filtering_2__carbon_kgco2e,washing_filtering_2__naturalgas_nm3,washing_filtering_2__wastewater_l,washing_filtering_2__liquidfuel_l,washing_filtering_2__fluorine_g,washing_filtering_2__so2_g,calcination__electricity_kwh,calcination__carbon_kgco2e,calcination__naturalgas_nm3,calcination__wastewater_l,calcination__liquidfuel_l,calcination__fluorine_g,calcination__so2_g
0.6,1.68,2.75,43.0,325.08,1006.912,32.2316,75.746,1146.28,793.228,22.5082,28.709,1156.24,270.753,6.3155,20.897,378.91,546.957,13.6231,135.49,606.63,220.352,7.5759,7.114,438.73,2838.203,82.2542,267.957,3726.79,1018.56,91.6,79.22,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.46,2.07,0.58,13.0,313.95,971.71,20.4336,62.562,1504.0,638.572,22.6171,19.044,698.68,411.195,12.2988,19.247,586.98,438.631,15.9583,169.48,968.26,199.697,6.3513,7.673,200.11,2659.804,77.659,278.006,3958.03,1080.66,86.4,76.93,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74,1.93,1.85,43.0,1964.3,6349.051,229.399,455.239,9972.4,4703.386,117.5534,194.352,5232.16,2929.489,113.902,43.933,4736.22,3811.127,89.9865,923.973,7359.17,1015.489,34.4742,43.006,3705.83,18808.542,585.3151,1660.504,31005.78,6835.25,94.4,387.79,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.69,5.22,1.3,41.0,6519.71,16540.547,528.0635,951.889,21917.3,12086.672,410.0497,547.574,27215.22,5514.039,145.0512,341.434,16830.27,9486.187,308.4702,3688.807,18565.45,4019.267,82.3468,292.109,3467.86,47646.712,1473.9815,5821.812,87996.1,22247.14,90.3,1590.2,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.09,5.99,1.38,38.0,6843.52,19859.421,587.7895,1543.221,38467.64,17032.551,602.3641,628.075,22337.73,9008.177,223.1825,182.232,11697.25,9784.804,253.6824,2532.666,7707.72,3482.92,138.4616,185.534,7366.98,59167.873,1805.48,5071.729,87577.31,22417.68,87.2,1676.64,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.97,1.45,1.54,44.0,2115.48,7287.258,213.8667,471.08,7406.51,5275.62,129.9566,305.207,8353.9,2592.341,78.4281,71.588,2862.36,2911.722,69.0916,1129.402,4337.53,1118.922,44.0654,95.94,4001.7,19185.863,535.4084,2073.217,26962.0,7396.64,86.7,401.15,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7,4.48,0.88,40.0,3297.63,8984.202,219.9005,683.912,15758.79,7274.775,158.8064,454.236,9222.82,2937.07,110.9477,255.036,8983.59,6092.747,201.6994,1534.247,4158.18,2322.28,63.7553,67.239,5227.18,27611.075,755.1094,2994.67,43350.56,10378.02,85.8,567.25,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.99,1.38,2.63,25.0,1712.2,5103.35,162.5323,453.623,6923.14,3894.582,121.9574,131.33,7937.56,2325.502,77.1347,121.626,4682.15,3024.921,111.1364,871.921,5205.8,1385.691,48.5745,27.984,3118.43,15734.047,521.3353,1606.485,27867.09,5839.09,85.3,398.23,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72,2.68,2.36,8.0,235.05,779.894,28.5774,47.361,709.66,470.321,15.2095,34.816,915.63,230.788,7.5422,12.317,601.66,302.179,10.6429,108.683,914.11,157.705,5.1494,11.114,153.67,1940.887,67.1214,214.29,3294.73,812.35,91.9,36.85,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.36,4.54,0.67,29.0,798.27,2271.789,73.6476,87.13,4481.99,1980.866,78.0017,99.756,1908.08,1062.328,21.7689,17.025,1314.93,1269.983,44.9677,403.118,1866.13,508.35,20.3048,21.591,939.63,7093.317,238.6907,628.621,10510.75,2326.59,92.9,175.12,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,1.41,2.2,33.0,719.24,1994.65,77.8258,93.654,3090.59,1769.722,50.2505,81.888,2296.39,713.455,28.3096,32.05,2005.4,995.408,24.1507,222.491,2125.37,492.152,18.351,20.807,1404.17,5965.387,198.8875,450.889,10921.92,2107.29,93.7,163.74,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82,5.22,2.4,31.0,8218.85,21625.818,446.5845,2335.548,39861.04,19376.574,574.1366,507.357,19524.36,10519.276,300.9157,263.262,16299.54,10284.804,325.4053,3128.902,27883.92,5384.837,156.7225,86.009,5002.57,67191.309,1803.7645,6321.077,108571.43,25270.88,89.8,1725.98,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.27,4.47,2.65,39.0,4084.72,10373.622,307.1644,494.194,15220.2,10173.655,232.4671,408.017,15744.41,5276.332,164.5845,84.089,6751.72,6593.424,143.4553,1655.078,4491.59,2202.844,61.5441,62.531,5519.72,34619.877,909.2154,2703.91,47727.64,13408.59,93.0,694.46,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.09,1.52,2.09,35.0,629.26,1593.015,61.6883,69.466,2909.61,1444.987,54.0705,76.397,2771.99,652.925,23.6989,15.61,1755.39,1030.767,37.4642,274.164,1844.18,480.249,16.6319,8.347,371.59,5201.943,193.5538,443.984,9652.76,1870.76,86.6,149.25,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.58,5.88,1.34,9.0,495.23,1629.168,54.0463,98.868,2310.8,1140.74,28.027,74.103,2438.72,621.631,14.9134,30.117,566.74,606.424,15.2538,217.302,1785.23,427.676,14.9063,13.381,504.59,4425.638,127.1467,433.771,7606.08,1515.28,94.9,76.27,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.74,3.89,1.6,36.0,5278.67,15765.639,590.7143,1478.769,22514.39,10524.503,335.1739,745.54,13893.39,6524.84,212.9134,337.765,6667.67,9357.287,357.2673,1868.147,9040.41,5203.172,122.8965,233.187,6537.19,47375.441,1618.9654,4663.408,58653.05,15693.81,93.7,1026.86,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.39,2.8,1.98,9.0,726.12,2099.261,82.6862,110.099,3608.95,1472.297,52.2216,45.809,3564.84,811.546,20.0622,17.724,972.64,1173.272,31.3734,398.394,1664.74,453.356,14.6628,27.789,545.0,6009.731,201.0062,599.815,10356.17,2118.32,85.4,162.39,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.81,3.37,2.61,40.0,6472.51,19969.974,746.1866,913.712,21590.72,12872.68,272.1508,667.425,31131.57,5356.261,120.2063,305.062,18561.53,9404.065,283.4827,2022.476,9352.96,6429.238,252.6843,66.004,12477.16,54032.217,1674.7106,3974.679,93113.94,21018.71,93.7,1265.21,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,3.44,2.17,7.0,761.54,1926.67,50.399,183.482,2745.77,1729.759,68.1494,45.228,3059.71,845.783,31.6009,23.325,1816.46,1424.45,55.4001,384.557,1897.39,616.026,23.0259,24.997,415.48,6542.687,228.5753,661.589,9934.81,2628.57,91.9,165.75,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.55,4.29,1.48,32.0,1404.11,3659.946,121.3525,421.069,4415.42,3487.843,98.1415,192.469,6103.89,1680.597,58.4326,102.094,2539.03,2052.286,68.4476,761.525,4615.11,1262.165,36.2389,59.974,955.24,12142.837,382.613,1537.131,18628.68,4466.68,85.1,256.19,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.98,2.98,2.24,20.0,1434.7,4230.477,104.708,250.57,5282.27,2655.961,85.1739,167.603,5535.73,1613.237,44.5184,103.011,2924.14,2271.618,46.5973,577.285,3071.09,1003.442,31.7122,44.969,2025.59,11774.736,312.71,1143.438,18838.82,4785.31,93.1,318.23,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.58,1.09,0.99,1.0,27.92,87.874,3.3357,4.151,161.4,51.432,1.9898,2.378,64.33,31.83,0.8001,1.036,45.08,51.438,1.5834,10.983,79.04,23.956,0.6097,0.741,19.06,246.53,8.3188,19.289,368.91,81.71,91.8,4.69,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.49,4.55,0.77,28.0,1447.04,3988.846,156.5963,284.645,7840.01,3162.003,65.9855,163.971,7024.22,1767.017,64.2907,105.709,2107.12,1981.913,63.8565,612.543,5092.97,1374.701,37.211,28.181,2417.69,12274.48,387.94,1195.049,24482.0,4330.06,93.2,278.37,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.84,1.48,2.06,23.0,1293.09,3991.27,93.2372,319.878,7226.31,2523.752,55.3062,67.711,5076.57,1583.994,48.9992,43.858,2304.05,2166.681,64.8603,771.117,1822.38,1095.989,30.7824,35.079,2038.43,11361.687,293.1853,1237.644,18467.73,4247.43,94.9,210.57,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49,4.62,1.95,14.0,506.22,1305.742,28.3518,141.152,1810.02,1025.775,25.1655,43.281,1117.86,588.902,12.5744,34.433,742.83,826.148,31.0645,250.71,1315.59,335.199,8.9364,18.618,1007.98,4081.766,106.0925,488.195,5994.29,1651.93,90.6,112.92,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.92,1.3,1.91,47.0,1547.47,4139.964,139.9312,216.935,7129.96,2890.178,83.8366,194.388,4708.52,1958.234,70.3182,117.037,2273.68,2351.315,54.1939,924.996,5851.01,1191.523,43.8965,47.722,2221.21,12531.214,392.1764,1501.077,22184.39,4429.47,92.6,251.88,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.35,4.91,2.27,2.0,502.84,1409.537,35.6081,86.503,1640.74,1234.92,38.3764,40.505,1604.55,559.687,17.9166,25.615,1427.47,803.329,32.0072,279.293,817.39,485.394,10.8376,21.47,538.51,4492.867,134.7459,453.387,6028.66,1717.0,93.7,115.95,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.01,2.52,0.7,20.0,766.09,2048.151,69.4303,129.637,4540.46,1722.683,62.7911,48.457,3513.31,1107.707,32.9446,43.188,1937.91,1026.457,30.8464,321.449,1102.49,523.825,11.1907,8.452,538.37,6428.822,207.2031,551.183,11632.53,2661.52,90.5,188.9,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.61,2.56,1.77,22.0,1236.75,3222.569,105.7535,177.113,6009.1,2789.056,64.2612,69.425,5370.34,1387.466,29.3633,98.559,1379.68,2171.776,86.1621,459.769,1764.54,693.439,18.0748,17.366,1902.43,10264.307,303.6151,822.232,16426.08,3516.84,90.1,308.78,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.23,4.08,1.27,31.0,3554.85,10760.68,306.9125,448.416,20119.79,7517.973,179.6228,308.475,11526.21,4903.122,170.0025,235.183,3633.28,5449.313,161.4462,1086.923,6325.64,3128.784,71.1554,111.666,2924.94,31759.872,889.1394,2190.664,44529.86,9983.74,87.4,880.14,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.11,5.8,1.72,6.0,1310.65,3994.82,116.1995,352.397,4317.62,2807.118,64.5664,108.086,5520.57,1485.25,40.8708,57.234,2515.01,2395.893,90.6646,768.83,4404.73,862.022,29.1042,36.048,1156.0,11545.102,341.4055,1322.597,17913.92,4441.3,85.4,314.79,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.88,4.19,2.15,44.0,5218.04,16367.266,528.3136,591.363,23769.34,9940.982,345.436,528.181,21084.44,4326.647,93.8702,328.629,5970.32,6559.104,132.7705,3062.73,16763.08,3530.66,91.5525,125.171,8672.28,40724.658,1191.9428,4636.074,76259.46,17026.25,86.9,873.56,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.43,4.3,2.41,13.0,522.27,1316.605,28.4959,153.323,2029.7,1221.297,39.6839,46.061,1366.8,462.19,14.9289,34.719,1194.85,848.287,17.6775,308.423,1773.69,337.599,13.3687,17.796,717.4,4185.979,114.1549,560.322,7082.45,1735.83,93.1,112.63,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.72,2.69,2.82,12.0,422.22,1212.695,34.7335,79.328,2043.06,1038.733,25.775,26.241,1094.58,599.915,19.7469,15.687,1111.25,797.62,29.4563,243.064,741.73,370.51,10.8229,18.443,672.49,4019.472,120.5345,382.764,5663.1,1411.71,91.6,70.82,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.68,5.92,2.84,3.0,774.6,2064.167,46.7215,189.929,4224.17,1510.051,45.4783,103.851,3252.09,913.692,29.0618,39.119,1235.56,1279.653,43.2238,435.323,2253.21,682.083,15.8253,22.047,398.14,6449.646,180.3106,790.268,11363.18,2302.64,92.3,193.02,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44,3.01,2.5,10.0,292.79,894.504,31.0048,65.35,1043.53,599.863,21.4006,30.867,590.18,390.202,8.0796,18.957,411.36,575.763,15.7522,116.554,423.57,191.135,7.1739,14.597,308.15,2651.468,83.4111,246.325,2776.8,911.76,92.2,69.87,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.13,2.96,1.53,35.0,2625.71,6572.715,212.902,449.255,14133.1,4897.187,155.5545,257.575,10311.09,2219.765,70.1439,140.972,5569.96,4418.512,148.1499,1421.811,4751.12,2396.022,71.7971,34.35,1543.46,20504.202,658.5473,2303.963,36308.73,7966.31,92.8,579.67,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.99,3.59,1.6,8.0,990.85,2802.314,80.3714,116.643,3628.33,2198.455,76.3156,148.464,4755.42,1238.36,35.2003,57.638,2547.77,1282.822,36.1731,546.89,2131.81,778.745,24.7293,17.22,1033.81,8300.695,252.7898,886.855,14097.15,3006.39,85.3,151.02,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4,2.37,1.8,15.0,1444.78,4971.011,125.1996,268.629,8117.03,3452.081,81.8904,188.203,4875.48,1644.268,37.2749,35.883,3548.19,2307.552,66.3121,749.626,4762.76,837.181,26.961,22.27,2350.74,13212.093,337.638,1264.61,23654.21,4709.78,94.6,226.68,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.04,2.41,1.15,13.0,101.78,346.698,8.6643,15.714,537.23,215.252,7.6488,5.754,352.44,83.821,1.7815,7.571,130.13,165.492,4.6705,41.141,376.55,52.002,1.7304,4.94,136.41,863.265,24.4955,75.121,1532.76,351.74,85.5,19.53,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.97,4.65,2.95,13.0,1433.57,4521.721,108.3493,305.444,6295.94,3555.825,114.3928,121.782,3357.83,1298.629,31.8247,50.258,3872.4,2363.921,72.0235,479.429,5132.77,1234.885,26.369,54.925,1885.58,12974.981,352.9592,1011.839,20544.51,4096.0,89.6,284.52,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.07,5.73,2.62,33.0,2779.88,8234.815,232.5126,639.913,12888.33,5124.955,155.0302,363.164,9389.64,2325.004,83.0621,89.184,4217.74,3702.142,98.4929,1465.065,7111.36,1674.71,62.8964,125.604,5020.09,21061.626,631.9941,2682.93,38627.16,8248.33,89.5,690.8,sheet,na,renewable,na,sheet_ren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
