Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,electricity_kwh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh.1,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
L-025,Low,0.023464777,0.016267579,0.001496345,0.216039262,0.006318189,0.000347898,0.002347019,0.074663311,0.048647283,0.005153257,0.528486486,0.014656974,0.000882008,0.006742277,0.203499372,0.130271048,0.009915584,0.765505701,0.010124819,0.001246015,0.010406866,0.456136808,0.244128906,0.035540583,1.910538352,0.021361155,0.002069663,0.012245683,0.187077127,0.092480081,0.006746,1.069484194,0.006236155,0.000664146,0.005501106,0.159154999,0.088888414,0.006011879,0.793424331,0.004008422,0.000997585,0.004307937,0.086674808,0.048682107,0.003366606,0.496333499,0.003121714,0.000542835,0.003499734,0.110342214,0.064175978,0.002526319,0.832965332,0.003093366,0.000362538,0.003408569,0.075900076,0.043449113,0.001878409,0.486743906,0.002253038,0.000301356,0.002402157,0.632380175,0.428468811,0.048487734,0.337602552,0.025006771,0.001464081,0.014962816,2.009293667,1.20545932,0.121122716,7.437123615,0.096180602,0.008878124,0.065824163
L-026,Low,0.027095163,0.016769867,0.001774723,0.198561128,0.005672832,0.00037064,0.002459961,0.069419828,0.042992862,0.005629288,0.545174841,0.013121129,0.000778331,0.007079498,0.203068134,0.118444375,0.009112931,0.861313174,0.01023799,0.0014353,0.009100984,0.529009668,0.256781224,0.035585827,1.873063624,0.018405125,0.001990271,0.012865051,0.183967942,0.097399428,0.006445301,1.179997945,0.007371418,0.00062377,0.004664063,0.155446963,0.088798191,0.005823658,0.801895844,0.004035716,0.000866854,0.004122088,0.085381606,0.046667771,0.003120313,0.444255351,0.002456924,0.000542504,0.003703246,0.121661562,0.062459269,0.002341121,0.844773023,0.003730979,0.000419592,0.003059495,0.070196149,0.044106831,0.001758807,0.57363648,0.002404376,0.000278388,0.002394341,0.62396399,0.382307835,0.051238036,0.333521577,0.025647178,0.00175849,0.015590559,2.069211006,1.156727654,0.122830006,7.656192986,0.093083667,0.009064141,0.065039285
L-027,Low,0.026189486,0.017689632,0.001732005,0.194599905,0.00632328,0.00030702,0.00235421,0.069621471,0.044058227,0.004649167,0.496138179,0.013828188,0.000820629,0.007255569,0.214233025,0.122233821,0.008170512,0.768548642,0.011228498,0.001417175,0.008880878,0.500319585,0.270643841,0.033306918,1.752530031,0.019326014,0.00199021,0.012002622,0.163971624,0.103283998,0.007702385,1.04582154,0.005996078,0.000583356,0.005045515,0.145796043,0.086254438,0.006006016,0.677921277,0.003702359,0.001041431,0.004290866,0.082430188,0.041999518,0.003513794,0.556055483,0.002600329,0.000479313,0.003410755,0.101317262,0.071280138,0.002564818,0.713560061,0.003493788,0.000421421,0.003485582,0.073334773,0.040357581,0.001768381,0.518953526,0.002015604,0.00026483,0.002545795,0.578654166,0.420150453,0.052553293,0.348177622,0.025267535,0.001691758,0.015013843,1.955867623,1.217951647,0.121967289,7.072306267,0.093781672,0.009017143,0.064285635
L-028,Low,0.024952741,0.016758719,0.001587045,0.188416754,0.005475506,0.000389382,0.002646019,0.069470088,0.039308949,0.005325712,0.505778952,0.014669727,0.000791061,0.006877378,0.197861195,0.115746533,0.008943033,0.757199334,0.010609011,0.001426094,0.008766049,0.448276179,0.267692928,0.034680835,1.681550402,0.021027972,0.00229535,0.01147103,0.149297778,0.104381961,0.007612704,1.135814642,0.006274835,0.000674018,0.004694983,0.159983339,0.076844962,0.005823211,0.710449391,0.004288269,0.00099347,0.004303338,0.085134886,0.044265487,0.003551328,0.508234196,0.002371027,0.000591144,0.00351501,0.110979096,0.072961792,0.002883461,0.807579036,0.003658055,0.00037938,0.003532691,0.073742819,0.044780024,0.001740164,0.565622814,0.002420157,0.000248618,0.002221418,0.57191701,0.366505383,0.054804854,0.311926653,0.0248529,0.001815028,0.014974243,1.891615131,1.149246739,0.126952348,7.172572173,0.095647459,0.009603545,0.063002158
L-029,Low,0.026333583,0.015989994,0.001730994,0.200690804,0.006231802,0.000302702,0.002484222,0.069431853,0.044110425,0.005640598,0.495840997,0.015967874,0.000810228,0.00744147,0.215840194,0.11446168,0.008685298,0.846907917,0.010653048,0.001338441,0.009146035,0.522269921,0.270093502,0.035994983,1.672800076,0.022813995,0.00194175,0.01138111,0.188400922,0.095485108,0.007572999,1.174969353,0.006725335,0.000592454,0.005093005,0.154104007,0.092044159,0.00662104,0.727794921,0.004491757,0.00107543,0.004573902,0.088009594,0.041035135,0.003362481,0.468151829,0.002513318,0.000545486,0.003473663,0.121345921,0.067908738,0.002314938,0.669952208,0.003607719,0.000401803,0.003322374,0.065768309,0.041894229,0.001676525,0.569718865,0.002411875,0.000303055,0.002205004,0.632220333,0.375255971,0.053515397,0.329462531,0.027440277,0.001735634,0.014561919,2.083724636,1.158278941,0.127115253,7.1562895,0.102857,0.009046983,0.063682704
L-030,Low,0.02547823,0.015875313,0.001759044,0.186912114,0.0059376,0.000349543,0.002555979,0.074503032,0.044835614,0.005097291,0.517846312,0.014753338,0.000874339,0.005918572,0.199632693,0.109499631,0.009271443,0.846327731,0.010059982,0.001446595,0.00963036,0.437856668,0.270630676,0.033190907,1.48943488,0.019400204,0.002013416,0.011802878,0.152109467,0.10666235,0.006750705,1.107946227,0.00699343,0.000641952,0.005265246,0.149012468,0.079589106,0.006192253,0.846020266,0.004468717,0.001086842,0.0040929,0.075358365,0.052636069,0.00389596,0.565865033,0.002489206,0.000468191,0.003142744,0.09878705,0.065794537,0.002840708,0.807792634,0.00364663,0.000447848,0.003467574,0.0856103,0.050451591,0.001684175,0.521693317,0.002497819,0.000265289,0.002184565,0.649125927,0.406301544,0.051563108,0.309514445,0.023273943,0.001712943,0.01475699,1.947474201,1.20227643,0.122245592,7.199352958,0.09352087,0.009306956,0.062817809
L-031,Low,0.024882451,0.017321834,0.001788495,0.223961019,0.005531511,0.000331715,0.002687414,0.070163322,0.047123958,0.005252276,0.576920031,0.015004031,0.000914102,0.006643807,0.204206936,0.130316471,0.009473432,0.89400945,0.010139767,0.001492995,0.007894855,0.427934163,0.28516372,0.034034058,1.773085498,0.020493288,0.002122696,0.011211911,0.176885767,0.105561498,0.007389282,1.262973402,0.006917851,0.000693224,0.004548459,0.147227278,0.08383475,0.006393707,0.731813474,0.004490296,0.001019883,0.00419654,0.086502075,0.046278048,0.00329643,0.448269702,0.002505108,0.00049262,0.003275442,0.115520894,0.069400378,0.002592039,0.873670374,0.003715888,0.000399453,0.00345268,0.076461336,0.046000596,0.00186872,0.590007868,0.002288502,0.00027003,0.002493389,0.640117566,0.398933395,0.050768698,0.309727893,0.023691426,0.001732907,0.01567176,1.969901789,1.229934649,0.122857138,7.684438711,0.094777667,0.009469625,0.062076256
L-032,Low,0.023510841,0.016201106,0.001776189,0.187325633,0.006416806,0.000330886,0.002777691,0.065424492,0.039402158,0.004934109,0.506554686,0.014051439,0.000836964,0.006961238,0.201520638,0.121825457,0.007468482,0.873638975,0.010135399,0.00151549,0.00872627,0.414886851,0.283936139,0.034836516,1.578282134,0.018184312,0.002262677,0.013094782,0.139976397,0.095392164,0.007603472,1.067650512,0.006563132,0.000666348,0.004694123,0.134481021,0.091352123,0.005171451,0.778430549,0.004517525,0.000914902,0.003971102,0.092321536,0.049400961,0.003250987,0.553533436,0.002768443,0.000519742,0.003182701,0.108906385,0.067648108,0.002515855,0.870399423,0.003182248,0.000364714,0.003615845,0.072189506,0.042232196,0.001486596,0.544754939,0.002371085,0.00028462,0.002391644,0.589398141,0.405254075,0.046247556,0.352948436,0.022474388,0.00159881,0.013982691,1.842615808,1.212644486,0.115291212,7.313518724,0.090664778,0.009295154,0.063398087
L-033,Low,0.026915707,0.016074997,0.00169837,0.187970079,0.005823394,0.00032157,0.002619425,0.063215012,0.046512654,0.004493272,0.480795917,0.016170724,0.000823739,0.006165177,0.207173033,0.118268651,0.007995552,0.783864197,0.012204856,0.00133571,0.008071712,0.526481415,0.283801001,0.03214975,1.587372526,0.021375458,0.002004236,0.010272741,0.191571986,0.095561806,0.007522062,1.205299615,0.006316713,0.000729882,0.004864113,0.132722032,0.08243755,0.006117982,0.739866459,0.004157348,0.001102817,0.004282135,0.079910695,0.049972582,0.003447719,0.41869269,0.002627553,0.000524188,0.003404857,0.119303465,0.063134842,0.002610923,0.725216642,0.003673185,0.000464576,0.003317834,0.070764843,0.04197183,0.001715691,0.502941287,0.002451182,0.000288354,0.002470294,0.52029329,0.400425682,0.054394207,0.360040096,0.026175031,0.001726577,0.016421485,1.938351477,1.198161596,0.122145529,6.992059507,0.100975445,0.009321651,0.061889771
L-034,Low,0.028982521,0.015057196,0.00183013,0.202751232,0.00589522,0.000302908,0.002498439,0.063185205,0.041100319,0.004702347,0.493745027,0.014033351,0.000855839,0.006020399,0.183063115,0.12554518,0.008018746,0.914847873,0.01036314,0.001418589,0.010286488,0.465533013,0.260905513,0.03610429,1.761498287,0.020128671,0.002241539,0.011720675,0.170395578,0.098748571,0.006348778,1.111086962,0.007474356,0.000701483,0.005111248,0.151242722,0.086996783,0.006266739,0.798090807,0.00414986,0.001043521,0.004394822,0.078921578,0.048168552,0.002878261,0.527472546,0.002669555,0.000537069,0.003304636,0.114661929,0.073002978,0.002805963,0.81430985,0.003605313,0.000440181,0.003189592,0.073084209,0.048391287,0.001817707,0.558262444,0.002125544,0.000271036,0.002280316,0.608984738,0.352508608,0.047285856,0.290154152,0.027712077,0.001651748,0.015470707,1.938054609,1.150424987,0.118058816,7.47221918,0.098157088,0.009463912,0.064277321
L-035,Low,0.025495948,0.014926027,0.001548031,0.189439016,0.005644497,0.00034885,0.002405935,0.076432057,0.045599428,0.005392707,0.505667151,0.016003576,0.000836843,0.006784907,0.206461911,0.128499123,0.008884374,0.821326189,0.009814006,0.001421789,0.00982481,0.462706305,0.241348224,0.033499539,1.775259564,0.023014966,0.001866488,0.01153959,0.165299899,0.108091451,0.00678313,1.033815695,0.007069738,0.000660464,0.004656649,0.143301804,0.095464943,0.006112309,0.770852987,0.004174595,0.001041157,0.004334561,0.086763239,0.04798813,0.003609728,0.510836608,0.002372944,0.000487824,0.002922265,0.128346031,0.070361245,0.002399716,0.799671037,0.003408571,0.000452685,0.003210104,0.075407959,0.043859418,0.001799799,0.539982748,0.002082898,0.00026715,0.002215724,0.598361838,0.412083137,0.044701541,0.320682623,0.024499349,0.001653937,0.016103999,1.968576991,1.208221126,0.114730875,7.267533618,0.098085141,0.009037188,0.063998544
L-036,Low,0.025185798,0.01662678,0.001624469,0.207330224,0.006278581,0.000322322,0.002691465,0.068252856,0.045654676,0.005027066,0.523804869,0.01440834,0.000844194,0.006925012,0.211775119,0.111540781,0.009365198,0.737769336,0.009704059,0.001350897,0.009623743,0.529268327,0.236112675,0.032774426,1.443291198,0.020445801,0.002079351,0.013244063,0.171456062,0.105908802,0.007081877,1.070852603,0.006119754,0.000693277,0.00455971,0.167069834,0.084021955,0.006454903,0.738917153,0.004331126,0.001035161,0.004236408,0.0823889,0.048926344,0.003176424,0.466206347,0.002775014,0.000536331,0.003415906,0.125464857,0.065039547,0.002789475,0.82617206,0.003310256,0.000461534,0.003821115,0.074157282,0.046482009,0.001651273,0.576025052,0.001975956,0.000252306,0.002545475,0.584453302,0.379511078,0.046123289,0.384607509,0.027655454,0.001675777,0.014860379,2.039472336,1.139824649,0.1160684,6.974976351,0.09700434,0.00925115,0.065923276
L-037,Low,0.027364099,0.0184232,0.001815119,0.23545639,0.005560353,0.00032022,0.002334742,0.07013282,0.043029884,0.005044978,0.539303255,0.015714308,0.000757926,0.006511782,0.21587896,0.118335164,0.008018283,0.911468734,0.009266144,0.001330879,0.00956817,0.456607182,0.287124302,0.032626731,1.870020373,0.020217869,0.002137227,0.012530316,0.162425592,0.084224362,0.006974173,1.110671382,0.007068353,0.000669063,0.004944142,0.174818042,0.076114343,0.006260057,0.7337905,0.004148679,0.000997035,0.004007564,0.088447338,0.052299819,0.003513461,0.513743462,0.002371405,0.000528714,0.003920543,0.10916731,0.064530132,0.002448415,0.787645297,0.002874149,0.000419733,0.003355678,0.066248215,0.046563661,0.0015694,0.530919246,0.002627799,0.000244785,0.002121022,0.60637684,0.404523487,0.045299309,0.34984163,0.0265519,0.001451459,0.016167412,1.977466399,1.195168354,0.113569926,7.582860269,0.096400958,0.008857043,0.06546137
L-038,Low,0.027087095,0.015792491,0.001851158,0.220460423,0.005993562,0.000329102,0.00237387,0.067818643,0.044219248,0.004982616,0.430428489,0.015751637,0.00086148,0.006616717,0.216415082,0.135649719,0.006809046,0.876207811,0.009166821,0.001408194,0.009434924,0.497485014,0.26235853,0.029477998,1.645640559,0.020989278,0.002187069,0.01090992,0.182396619,0.094064505,0.006974991,1.06499627,0.006887952,0.00072306,0.004655698,0.145614182,0.086116249,0.006964549,0.718115851,0.00486561,0.00116516,0.004220636,0.08320065,0.045261096,0.003383536,0.459062689,0.002536197,0.000564202,0.003252484,0.110282342,0.058292221,0.002617724,0.831323011,0.003586147,0.000401719,0.003495795,0.077465492,0.044109568,0.001738017,0.552303496,0.002569837,0.000285074,0.00241259,0.659145739,0.385159811,0.05572527,0.354651595,0.022165206,0.001857494,0.015446842,2.066910858,1.171023439,0.120524905,7.153190194,0.094512246,0.009782554,0.062819476
L-039,Low,0.025405936,0.016472608,0.001658361,0.207288286,0.005699962,0.000370761,0.002529435,0.066152885,0.039709036,0.005197324,0.516775148,0.014848504,0.000788005,0.00602695,0.213061064,0.135302132,0.007880596,0.945922781,0.010405608,0.001359318,0.009086087,0.429208829,0.291075013,0.032127686,1.605877334,0.021836706,0.001767269,0.010612712,0.16978112,0.100653167,0.00703403,1.081322399,0.008021662,0.000668997,0.005016432,0.144342334,0.085747778,0.00620979,0.830372342,0.003800608,0.001002185,0.004384793,0.088542892,0.047622132,0.003530941,0.480707417,0.002832059,0.000545943,0.003075334,0.103635514,0.061371825,0.002672746,0.741568012,0.003486095,0.000421172,0.003553229,0.0761749,0.040855298,0.001771799,0.520315304,0.002325146,0.000276591,0.002397418,0.596013036,0.354067855,0.049915332,0.340052712,0.023010408,0.001644172,0.015721137,1.91231851,1.172876844,0.117998604,7.270201736,0.09626676,0.008844414,0.062403527
L-040,Low,0.023187201,0.017476194,0.001853242,0.185965239,0.006523526,0.000336534,0.002625772,0.065602169,0.045285288,0.005247047,0.480519511,0.013254561,0.000761871,0.006890738,0.212291676,0.128057152,0.008428798,0.780175264,0.009706041,0.001471271,0.009028279,0.480846942,0.251227038,0.034812511,1.644757473,0.021916059,0.002152042,0.011481178,0.168471165,0.094741856,0.006114698,1.037729354,0.006895699,0.000695704,0.005153789,0.149722274,0.090631057,0.005976843,0.803197232,0.003714763,0.00073594,0.004335633,0.076401539,0.046881998,0.003327074,0.567479776,0.002622419,0.000516006,0.00360205,0.115135525,0.064145577,0.002743991,0.751705517,0.003651933,0.00036317,0.003621694,0.075824929,0.049461051,0.001511108,0.520791334,0.002519017,0.000278476,0.002410468,0.554608047,0.35831141,0.055508293,0.338756568,0.026179589,0.001686097,0.014014814,1.922091468,1.146218621,0.125523605,7.111077267,0.096983609,0.008997109,0.063164415
L-041,Low,0.027190664,0.016727031,0.00197829,0.189290319,0.006297496,0.000308339,0.002578488,0.072714574,0.036247332,0.005025794,0.489606176,0.013729827,0.000873248,0.007341067,0.202069591,0.124185759,0.008568985,0.850108842,0.009411098,0.001467031,0.009545965,0.489345415,0.256424686,0.032891442,1.678740602,0.018177974,0.001795505,0.011392428,0.176306826,0.094027646,0.006308121,1.041083837,0.006580161,0.000662916,0.005884135,0.164456344,0.091184512,0.006443667,0.710749044,0.003881151,0.00093984,0.004652687,0.081697698,0.043370917,0.003295958,0.501360094,0.002598596,0.000519087,0.003200077,0.117662076,0.063291124,0.002521706,0.855788943,0.003407318,0.000391507,0.00371997,0.070244751,0.042992446,0.001767078,0.623337266,0.002482301,0.000281128,0.002469695,0.549663077,0.377069556,0.050892216,0.347763051,0.025710938,0.00174583,0.014961653,1.951351014,1.14552101,0.119693257,7.287828174,0.09227686,0.008984431,0.065746166
L-042,Low,0.025606111,0.01474211,0.001661387,0.224144833,0.006084681,0.000339495,0.002893293,0.061429889,0.039152218,0.005720173,0.511664245,0.014201122,0.000777628,0.007016148,0.211885957,0.112888406,0.008415344,0.82975162,0.010385379,0.001251925,0.010181105,0.506951181,0.264986354,0.033477565,1.683533846,0.019272698,0.001975774,0.011671649,0.189467321,0.105226896,0.007251251,1.134022514,0.006260555,0.000677997,0.005451414,0.139331471,0.088841599,0.006931186,0.822672571,0.004676683,0.001035812,0.004542073,0.080667756,0.050289701,0.003557969,0.520497684,0.002788263,0.000490491,0.003354844,0.11296047,0.061453312,0.002591086,0.716412048,0.003835372,0.000409351,0.003437969,0.070368809,0.043463844,0.001783073,0.56515587,0.002260778,0.000255661,0.002491003,0.564484434,0.375590844,0.051448116,0.34753318,0.027053899,0.00154756,0.013223908,1.963153398,1.156635285,0.12283715,7.355388411,0.096819428,0.008761694,0.064263406
L-043,Low,0.024472637,0.018215723,0.001944076,0.23052277,0.005868475,0.00029698,0.002125793,0.065035424,0.041902313,0.005570956,0.541423236,0.014683306,0.000796298,0.006336136,0.207680785,0.128457652,0.0087365,0.787562013,0.010671213,0.001401126,0.008639238,0.449493088,0.285296234,0.033433899,1.891810079,0.021125836,0.001969516,0.011891377,0.170765038,0.093500831,0.006359402,1.160027544,0.007208098,0.000709151,0.005648697,0.147114717,0.095104224,0.005569406,0.709995984,0.003718932,0.000987716,0.004098002,0.088174031,0.048424254,0.003112016,0.495779383,0.002482747,0.000445692,0.003163199,0.106059544,0.073048503,0.002584662,0.854363409,0.003190141,0.000442594,0.00389979,0.06418719,0.041986575,0.001759839,0.56888886,0.002265348,0.0002661,0.002279055,0.59966461,0.405789879,0.048208056,0.364159807,0.024084783,0.001597691,0.016189239,1.922647065,1.231726187,0.117278814,7.604533084,0.095298879,0.008912863,0.064270526
L-044,Low,0.027169166,0.017126269,0.001541183,0.197251166,0.006297672,0.000341003,0.002355608,0.070212759,0.040343069,0.005749797,0.565938709,0.015069774,0.000932137,0.006831281,0.215086597,0.13524198,0.008648158,0.834599454,0.008965513,0.001351973,0.009896629,0.507958627,0.281740298,0.032693304,1.461397637,0.01968273,0.001995919,0.011635606,0.177465975,0.112500926,0.00685964,1.087996307,0.006674848,0.000686005,0.004800075,0.154305717,0.087720652,0.006038582,0.78985139,0.004380883,0.000891679,0.004442176,0.080950425,0.043896502,0.003133385,0.525698542,0.002509703,0.000449096,0.003515398,0.100731794,0.066958181,0.00259318,0.867306794,0.004021604,0.000368468,0.003556699,0.073332439,0.045561193,0.001726031,0.530383254,0.002305496,0.000250439,0.002546929,0.614399081,0.398370417,0.049876056,0.324143992,0.023547711,0.001743321,0.014170473,2.021612579,1.229459489,0.118859317,7.184567245,0.093455933,0.00901004,0.063750875
L-045,Low,0.028847004,0.014650592,0.001733031,0.226694324,0.006203085,0.000344241,0.002374656,0.061328818,0.044823626,0.005645376,0.494109242,0.01328138,0.000701649,0.006326487,0.202353794,0.136297021,0.008906236,0.868411904,0.009910233,0.00130369,0.010283139,0.48278416,0.231394575,0.032374075,1.596413325,0.019608791,0.002121532,0.01180922,0.169072235,0.1077951,0.006463749,1.251255774,0.006475893,0.000684306,0.004998176,0.154340702,0.087683113,0.006133274,0.724094432,0.00391116,0.00120128,0.004103958,0.089219747,0.042166815,0.003332501,0.50539411,0.002635603,0.00041142,0.003440106,0.10304093,0.067826793,0.002362373,0.766436755,0.003500644,0.000377516,0.003449466,0.06846222,0.038447144,0.001822867,0.493941415,0.002349807,0.00028654,0.002276087,0.560140867,0.380007526,0.055048038,0.31177273,0.025228157,0.001490888,0.014872866,1.919590477,1.151092305,0.12382152,7.23852401,0.093104754,0.008923062,0.063934161
L-046,Low,0.025561928,0.015170045,0.001644841,0.183603243,0.005982562,0.000365484,0.002351362,0.064993741,0.044016433,0.005538898,0.455931597,0.014276835,0.000867087,0.006750727,0.168126144,0.126754673,0.009416919,0.857040537,0.009453273,0.001310452,0.010524957,0.506753094,0.284360194,0.03486038,1.620200751,0.020109493,0.002028714,0.012364335,0.188212651,0.106429038,0.006114721,1.122573525,0.007155709,0.000709879,0.004872154,0.184655968,0.077292795,0.005492407,0.777687717,0.004888745,0.000959443,0.004169786,0.091501467,0.047539633,0.003319227,0.530481567,0.002599339,0.000547312,0.003711761,0.114645648,0.067673273,0.002588765,0.844338268,0.003583984,0.000407982,0.003873309,0.08285179,0.039468997,0.00170121,0.517399866,0.002327452,0.000279773,0.002493122,0.590263218,0.323193161,0.04750557,0.361641502,0.020538458,0.001843322,0.015866212,2.017565649,1.131898242,0.118182938,7.270898573,0.090915851,0.009319449,0.066977726
L-047,Low,0.027882937,0.015922311,0.001451188,0.210233372,0.006488477,0.000362323,0.00243002,0.068418882,0.040892167,0.004803344,0.54459462,0.013221392,0.000796058,0.006266976,0.182415255,0.123672399,0.009200967,0.838842688,0.009109537,0.001441105,0.010469053,0.454159594,0.26275816,0.035244805,1.895760161,0.019647072,0.001847008,0.012433486,0.179644752,0.098642924,0.006530533,1.183013983,0.007054936,0.0006429,0.005117777,0.138316401,0.089139349,0.005839219,0.741334366,0.00424008,0.001022919,0.004520045,0.088567231,0.047071399,0.003584349,0.524510696,0.002472764,0.000505484,0.003364219,0.116225013,0.064572314,0.002479316,0.930061923,0.003808195,0.000385967,0.003714716,0.075428534,0.045428766,0.001716577,0.589948758,0.002438403,0.000270801,0.002556109,0.604855127,0.377225742,0.052137076,0.337740278,0.025516705,0.001629186,0.014484007,1.935913726,1.16532553,0.122987375,7.796040846,0.093997562,0.008903751,0.065356409
