Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
NON-083,Non-Renewable,9.03,3.47,0.68,16.0,914.28,2828.097,946.0007,211.853,4737.77,1814.483,617.7505,114.272,4289.94,786.277,226.7343,44.037,1898.67,1605.911,708.6899,403.337,2031.01,556.002,223.9514,63.599,953.39,7590.769,2723.1269,837.099,13910.78,2166.82,82.0,122.06
NON-084,Non-Renewable,9.71,2.26,1.83,6.0,649.33,1691.503,464.5243,245.42,5064.38,1284.966,411.15,77.152,4347.05,695.819,230.9552,64.568,1993.81,762.553,227.0107,331.209,1329.83,342.783,127.6066,42.338,796.63,4777.624,1461.2468,760.688,13531.7,1807.3,81.4,81.96
NON-085,Non-Renewable,9.43,2.36,1.27,23.0,1759.82,4561.348,1302.4272,319.905,10627.12,2902.601,1137.7235,212.985,12266.84,1298.243,337.1723,92.677,4757.19,2904.76,1208.1905,1213.283,7879.05,1344.807,571.0058,84.244,2732.79,13011.758,4556.5193,1923.093,38262.99,4536.25,79.7,223.08
NON-086,Non-Renewable,8.63,5.17,1.74,23.0,4823.92,11611.076,3195.1301,1685.668,35774.36,7737.453,3147.4433,696.171,22910.74,4752.985,1866.0691,145.755,10252.68,8070.743,3628.0427,2395.721,15438.24,3622.636,1387.3129,323.318,13643.21,35794.892,13223.9981,5246.633,98019.23,11376.93,81.9,646.64
NON-087,Non-Renewable,9.72,4.79,0.97,37.0,4500.37,13586.397,3767.3681,1236.736,32811.98,8294.271,2157.2983,545.849,27577.9,3421.361,1067.6339,480.741,10458.28,5899.634,2128.8062,2120.465,18460.35,3558.234,1341.1579,322.715,5676.78,34759.896,10462.2645,4706.506,94985.3,9909.71,78.5,918.09
NON-088,Non-Renewable,1.71,4.82,2.82,28.0,1755.05,5431.406,1627.3628,580.404,12496.87,3406.978,1262.4579,159.125,7205.08,1309.4,390.0546,193.637,3618.37,2452.615,869.5335,902.636,7625.45,1219.357,352.454,84.718,1837.07,13819.756,4501.8628,1920.521,32782.83,3879.96,84.6,240.84
NON-089,Non-Renewable,9.7,2.79,2.25,23.0,3777.63,10080.673,3866.8163,1157.898,28360.4,6267.451,2201.8241,577.684,21152.48,4062.043,1314.3502,123.895,12945.92,3910.12,1345.6399,2597.686,10654.94,1563.563,419.8857,107.082,8802.62,25883.849,9148.5162,4564.245,81916.37,9792.07,87.7,575.67
NON-090,Non-Renewable,1.75,1.86,0.58,41.0,209.2,495.498,212.4359,33.913,1517.38,363.386,92.5242,34.348,629.82,183.803,48.0496,8.561,470.87,330.233,146.7657,104.147,668.75,122.841,37.0193,13.13,322.72,1495.762,536.7947,194.099,3609.54,524.81,76.7,42.84
NON-091,Non-Renewable,7.03,3.69,2.04,11.0,1569.63,4802.514,1318.2029,581.215,10128.12,3544.628,1090.4432,301.754,8716.5,1108.147,299.8403,130.841,3437.74,2508.739,964.3449,745.474,6138.47,1072.621,320.9999,98.029,2358.55,13036.649,3993.8313,1857.314,30779.38,4267.56,80.2,266.09
NON-092,Non-Renewable,6.78,5.41,1.64,33.0,5368.01,15229.933,4027.2567,1654.543,22467.64,10488.708,2845.6434,821.528,31585.04,6288.456,2314.1658,638.991,14599.9,5416.673,2240.7927,3118.456,19473.81,4420.569,1336.771,212.599,6406.3,41844.339,12764.6297,6446.117,94532.69,14005.55,77.8,1102.18
NON-093,Non-Renewable,6.3,5.56,0.65,49.0,3020.88,8029.528,2883.6661,939.291,17947.36,5949.68,1983.8085,309.416,20776.89,3566.62,1318.1453,106.01,11447.45,3207.941,1303.8239,1279.44,12940.83,2484.031,844.446,160.938,8081.33,23237.799,8333.8898,2795.095,71193.86,8405.32,75.2,401.71
NON-094,Non-Renewable,8.71,4.39,1.18,22.0,2683.65,6440.919,1647.1761,893.647,18507.25,5598.107,2389.7761,307.002,12598.34,2282.036,855.9041,234.368,7555.98,4691.309,1631.2149,2058.52,11248.19,2332.971,936.7818,89.853,6385.29,21345.343,7460.853,3583.389,56295.05,6287.97,78.8,381.47
NON-095,Non-Renewable,5.22,3.17,2.77,30.0,3706.78,9725.844,3643.9855,872.515,27227.33,6162.007,1810.0439,338.378,23977.8,3199.845,1436.557,161.88,9816.81,6355.877,2396.6649,2216.371,9235.34,2948.604,933.5415,241.632,8027.45,28392.177,10220.7928,3830.776,78284.73,9526.44,79.2,472.63
NON-096,Non-Renewable,6.16,4.72,1.94,30.0,4563.54,13360.56,3459.8474,939.732,29459.71,7734.89,2351.8516,389.733,17620.44,3226.235,1334.5684,378.308,14116.77,4584.041,1925.4112,1825.538,19905.94,2325.011,962.6485,126.626,9559.15,31230.737,10034.3271,3659.938,90662.01,10120.43,82.2,608.32
NON-097,Non-Renewable,8.16,2.18,0.79,2.0,75.9,213.778,81.7475,28.363,322.34,142.255,40.2039,10.646,300.07,71.845,23.2578,6.99,264.41,101.68,30.3821,54.483,344.86,50.851,15.2509,5.088,129.94,580.408,190.8423,105.569,1361.61,208.81,78.5,16.24
NON-098,Non-Renewable,4.57,4.77,1.02,31.0,1861.75,5257.552,1756.3437,621.56,13538.51,3926.605,1620.1942,315.422,6699.7,2166.041,624.1175,72.478,7080.79,2752.768,785.3573,1218.489,5582.55,876.461,359.2587,49.521,5445.45,14979.427,5145.2714,2277.47,38347.0,4958.15,84.3,267.93
NON-099,Non-Renewable,7.72,1.11,1.88,16.0,699.06,2131.478,857.4171,190.116,4117.06,1154.295,342.7492,115.254,2280.72,819.545,365.4442,25.948,2038.32,1022.878,422.0195,321.589,2153.37,571.689,202.1705,20.838,1914.61,5699.883,2189.8005,673.745,12504.08,1930.58,84.6,151.95
NON-100,Non-Renewable,9.3,1.61,1.52,30.0,1844.25,5457.412,1948.3657,575.959,8238.68,3475.319,873.5959,291.801,6746.09,1737.985,607.8252,165.935,6503.72,2899.314,1054.0861,1127.776,8429.52,1536.982,403.2669,66.778,5243.78,15107.012,4887.1398,2228.249,35161.79,4713.15,76.8,234.43
NON-101,Non-Renewable,4.394199827157396,3.390984899018171,1.7691184556088688,29.271687576945975,1603.6333555309616,4487.147959498339,1505.5539946551216,371.4152361588526,1786.8860827985227,4815.588985727482,1612.9942814098263,139.04786215844908,8411.8199450672,1465.4132805306376,521.3995865557432,37.45732288307151,4685.502080152456,3243.9858892063385,1804.1566068650604,1256.966492673469,6789.999295131221,1078.882394310012,368.180575933612,131.91093588331293,4561.214382524398,11999.797239443269,3501.28041317691,2059.172029225336,31903.04143455501,4905.342942449436,81.74628413164567,386.57383079899876
NON-102,Non-Renewable,5.54926267431772,2.4851003553643727,1.4666216562953656,25.71945287688778,2434.758337425345,5736.579573738354,1814.810420325483,478.71587991532704,6197.308947358543,2876.2789495534266,1096.9413928205452,371.862663247637,11108.308698471348,731.5886979314566,771.8588109112478,120.31676025166179,4589.772960730115,3256.5843596029677,1306.8807605093682,1440.0636058559353,4986.7307753659425,1181.3581281259287,539.5329103682259,132.92475127488729,3383.999488479732,14250.925863615445,3350.397374881981,1376.752590479582,48513.62882639373,7023.885192670927,81.91214053327244,458.06802882288207
NON-103,Non-Renewable,6.217509997433512,3.5805022876359742,1.9980561845195044,26.33642499881693,4093.946885004786,3778.210978706393,1622.7753392194306,520.0942549877358,6429.77054236887,4922.5531260515245,1648.1851651212112,278.2205443591719,8040.121346340033,924.2680078127596,500.45593835375837,173.62491294378302,5527.473637333458,2319.0487884632034,1134.5974785564947,1517.4235460133154,7043.013131027556,1491.2974472176365,730.9507405704123,104.06742335915666,3643.659092269154,18547.9497409288,4862.568143281405,1923.229029597446,54204.51935496012,4459.743466658094,79.19088989081489,381.4716788674627
NON-104,Non-Renewable,4.407855409184284,3.6279275689461867,1.5912405062828536,22.616916765577532,2159.378361605431,2812.9345740045633,1443.5590032548782,505.3491855835094,8657.227753495981,2757.0961366230026,1722.2116806740003,367.1598781066013,8363.877189780706,1938.6821521529362,994.4070746174077,71.13599686244939,6637.524722524381,4486.923299282636,1610.7581940734622,461.1795414303315,5130.383857913439,1418.8204461815478,235.43821536573878,73.62984626615304,3906.5465281618663,22191.559913626323,5238.477630540466,2308.992271588177,44810.6382220252,5759.464098171723,82.01760153736927,201.9044634756346
NON-105,Non-Renewable,5.453750586706628,3.0640348301457876,1.4247491132490424,25.159330874790403,1300.3579325408873,6278.701265587717,1269.3737568389051,797.5348681802017,8901.32649053809,3338.1503131144755,1611.811170013931,165.4785104406545,10702.407225563767,2939.0178028824034,300.9947391971177,147.22204735621594,6479.8697765051265,3410.1823848021663,569.0296968663937,672.3720990322927,7539.7177424701495,1482.5873858601847,524.6751853505563,110.23194956113602,3077.0121454193736,16341.998514617171,5840.842358278514,1694.6287235380803,61509.77289927623,5651.098573177111,80.73301464481389,417.67784178289
NON-106,Non-Renewable,5.362352335398851,3.1118034062809232,1.6295476638246327,20.003081127743478,2515.872907082267,7148.361089659595,2177.02079023355,205.64565670685306,20788.95476377454,3882.7551390908884,1501.1285217738812,141.35529748598364,9867.587942042082,2296.3931858735345,658.5085924910829,179.69109113063044,8579.106024210867,1491.5482253876535,1248.0339143219135,1257.0029485047544,6551.957502809,554.4485878169013,750.8148520598819,112.04731303821943,1390.8000099241199,13963.34087352999,5901.618774961442,2500.064587941599,36913.26029791487,5445.36563610175,84.22015257228621,521.2764912586689
NON-107,Non-Renewable,4.97089695090731,3.57312914664383,1.9133873018281637,23.366284500837434,1386.193479542462,4509.040050289554,2375.163622016491,546.5057302772689,14397.998987872037,5759.073457222468,1376.4048780664136,203.53779642871254,13602.615629466414,2036.123875830183,905.5349900657105,188.85462425696102,4020.636215111747,3951.990085347557,1265.9279688467843,916.6684510158168,7131.789393766503,1462.8214514945307,482.9993483472315,129.18656593785664,6313.296025234571,15216.449500497958,7687.771114320147,2817.790378974144,41354.115226163136,5188.032628044501,80.7738235405802,166.55438324410227
NON-108,Non-Renewable,7.0191131060345935,2.995522521143224,1.5446863186386577,22.873425199042295,1709.5388394042302,6497.633520452049,541.8450997532441,603.9551774496543,9842.380380956167,4614.081372726555,1263.8272971919537,323.294650814742,8539.868899473297,2314.1295840317252,1098.4381392183855,103.59155543202507,5739.254888443621,2265.4725663116565,1489.7151150147201,974.6143803985285,5186.529432815398,1047.6555454083386,453.6319247872178,69.11152467532423,3553.2345448608085,15966.468256319811,5113.776736812643,2714.552481780842,34547.23379588107,4595.614900769439,82.27355152051638,602.5587197396694
NON-109,Non-Renewable,7.22254203842667,3.674673838322076,1.4306388668599874,22.745940494203403,2767.653507530928,4159.784895436833,2194.4612429978033,663.9987331791345,8342.541643291774,3642.9849292272097,0.87496,184.10340742778345,9025.006515101435,1102.0530230484515,1090.7937848604834,70.96303277512308,5067.696896221924,2822.424741068758,1440.3585284929482,633.0265351530331,8742.392652899169,1340.0958058835602,298.0488656018827,114.40386952602735,4420.637435890281,12176.639194948595,5443.5008838028325,1911.6924159245684,39888.491217257404,5944.038911476626,83.6587983163108,197.16346256245174
NON-110,Non-Renewable,5.787451308251102,3.4498863932676467,1.930598431401267,26.811024125614107,1248.2956000454133,6489.87090276248,1294.037606916018,410.11792605786195,10319.879187148379,3582.7307116205457,659.2802446810797,377.25422964460284,5869.76361134322,3128.0889240617976,418.6229246490628,199.0422555022977,5898.187283461796,1154.9160853636222,632.1418507314108,1574.7974721880914,7402.249757661644,1295.8877648725093,70.82454336326782,147.85933606534007,6975.21259147736,23626.072645999804,4224.361585343479,2418.4106322522066,44560.36791657624,2537.6399478856115,82.17814084291257,465.9263826914649
NON-111,Non-Renewable,6.724661080432744,3.089462315110937,1.6398261140357315,26.002188745910313,1977.2109281846779,7099.068636350109,1538.2567932259608,694.0557924449263,11017.145305900509,4703.6633596949205,1173.5555906392863,221.2034284278142,16589.94088084763,2765.0829884271816,256.00352619177295,117.40334394050892,8386.582195365037,1624.1275089353855,1222.1883072547557,1349.9809022210572,5249.447529285996,1330.6294950858087,94.13893780650977,161.5979154809818,3643.9587228833307,19201.859458974934,6411.696272282739,3061.6641985236765,33141.21362466606,5231.035795591054,82.57699672743232,442.81996205813135
NON-112,Non-Renewable,3.9833568556344447,3.295611355498285,1.9162332858229543,25.896808398686414,1769.6318246073988,6251.523561713691,2019.6509016308135,672.8787047633402,17106.52894264,2603.944214790895,337.6791133698422,244.79683745904063,6345.608908411333,2597.3651144752425,516.2827913180745,49.91746706033403,4797.02188647233,1357.5360537888182,1488.7963351864264,1283.3577573516554,7775.323852567217,1601.371208162736,633.1463396777344,138.61680541761984,3291.4203355521354,8074.954926711286,3812.0388432163,2136.0299750304216,6846.109120257097,6691.714974225486,79.98986099561613,410.98916715100086
NON-113,Non-Renewable,5.5625811714485405,3.269206319611988,1.7349836514131574,21.485209225859666,1984.9994544844694,6322.479853332496,2878.0242910529787,695.8001904453778,20321.62170085377,2821.1221025000186,1635.572863006606,293.0447212791996,17559.58003703907,1418.038024761176,488.1542926316355,110.19578682936555,1670.3596057304485,2229.7802940689576,724.4822066850531,1173.8336346565268,7201.762049933856,2267.3108966751356,653.4272880653776,76.92477510036142,2743.2168306916633,17641.263662151017,2969.734986387033,3374.0799084273194,53041.02215181638,4184.032476509612,80.18328881555279,498.84935904125575
NON-114,Non-Renewable,5.592818407780526,3.7542066458486176,1.7577584184676056,22.745322216333697,3001.9637429744625,5833.204903159727,2006.2264282871809,669.669077967145,15541.715900759575,4655.920355528529,737.2704154927586,219.02584188585024,7613.413833731399,1439.0454986933223,480.26045171976574,106.8129446773821,6633.34039075086,3150.722816252766,970.9248904001983,977.3109088081504,8953.0213393798,1289.510152415276,650.9713170057262,77.19811179947217,4748.721217258604,21895.180692871243,676.568081847432,1733.7261314831273,45814.03487316869,6800.754783517402,82.20197110703639,347.0221225368535
NON-115,Non-Renewable,3.8528564965846197,3.838421051724069,1.8833663211724514,24.26154836917588,2095.6344506486853,1535.1419309061644,1563.0075179823675,760.4195274709457,15764.934737081427,4096.082004920456,1277.1320421049177,348.3451231879494,8924.309113292451,802.2991234791489,691.3446826759168,157.54019328490094,8220.644252441134,1403.3758653568034,931.4693780051213,1096.8859141404612,4495.259670551277,1577.343680091991,616.07523119251,87.24899888537067,7257.467111471482,13581.937851110575,4524.341232609652,1852.084110041767,28425.261924526592,4044.2504432563105,80.4772510320432,318.9561869259383
NON-116,Non-Renewable,5.038938110433251,2.9387212673496865,1.5989237108421361,23.665480011537934,3206.945983213509,5075.4126591575605,1061.2976470295694,537.7536997557,12640.302570992351,3753.477559163177,1606.2242662758053,282.73118136648867,12593.801941951886,1438.1373252878661,1126.9497521195146,150.42612408083997,6763.011964970987,1996.1902690425584,1124.9605222006744,1344.5290256150433,4366.750220813756,510.5810040250818,532.6168780818798,80.1039411755869,4513.66083226227,8720.048348840684,2542.1354621388436,2302.2322317521257,34171.77113992314,1630.2656454789517,83.4028949879279,189.03354202591794
NON-117,Non-Renewable,5.434262830288966,2.921782055771394,2.0032676956954205,27.21276277416251,1316.1430138627438,5087.759189678908,1299.1001849314584,292.4067836869237,15549.592107765013,5929.152584502306,717.9366256062904,327.2883861705545,7633.983092528791,1648.9579508883971,548.4461790605355,97.69993492489186,6053.427608690486,1954.2686555627427,1059.447095757814,1105.4315873402336,6112.594873437274,884.027558675447,372.5001786087768,124.98335355275195,4882.007643943479,10288.584608032961,5496.054119454867,2661.565043329428,17888.825259326895,5759.264188722297,81.28995528223658,407.6722414121123
NON-118,Non-Renewable,5.611263152862587,2.174487543164145,1.6302831113861556,23.52094363056296,1009.3280122586306,6860.141997867468,1120.2750226007884,576.6928050396618,22774.11216313453,1841.538273867795,1223.051817324871,239.7523624459455,7804.068178020192,2545.8084722697886,962.5491108886358,174.94378085650268,4496.121882436815,4901.530638394193,395.5292311422967,770.502025962581,6879.109169234254,1379.4321348395272,568.3726652047509,154.73350153846005,3933.202601110709,15748.949282358786,4261.252085115694,2553.9965494337175,34558.049848424285,4417.576433983969,82.56053537772827,461.72175804820165
NON-119,Non-Renewable,5.126933172603103,3.505965851697629,2.0383065162622778,28.461332862630893,3086.0737899206047,4714.592021236327,2063.066019604415,669.3555477207165,2899.9557780431514,5466.316647865757,531.1101437698331,366.4340283107167,12307.62721163354,317.0532865891114,134.84437065309737,206.15264102004832,8406.352930383544,1909.209746878987,684.548156278534,1297.323404626315,6536.862399618712,1858.957109033367,566.8158703009879,154.83799134201314,5599.090124426188,18786.359550764584,4692.622004582888,1885.299688653039,37849.12955567239,7777.9519310735395,81.56000760615275,371.57852394913783
NON-120,Non-Renewable,5.130579560866573,2.8750761092716317,1.632979415846844,26.507211005086635,2446.426347469844,3775.0278932248602,2483.3969383227977,764.0696314211369,13555.449254403386,5891.276059042331,970.4013987827706,164.23457073230048,3692.0506166559735,3074.8360285779336,852.3725924746001,135.8775407490859,6520.394939763281,1688.3767560734775,1767.1539137368854,1166.615193699242,6765.945934053173,1695.6561708763807,567.0786070162636,105.81081082331715,2908.196667800017,17538.935732659193,8668.608926620689,3053.4439439435623,58146.28291121235,4118.629577578196,80.94549524805194,326.6093507727592
NON-121,Non-Renewable,5.014634422742579,3.0935889943278525,1.6274962967832594,29.01571199019165,1305.1876708232767,4120.672314421851,818.7999478250076,774.3772012106664,8849.796297570021,4479.336588528404,1475.1496353261102,395.47037047160404,9173.697476330133,1317.924854626121,313.60591460936064,6.995989121492698,6281.0765759179085,3404.4497193951515,1124.9153372438352,601.0121866162373,8509.18531298976,988.0558320083971,311.77246263061636,71.74019373140679,4236.2303108801325,7751.021427305845,5253.367439512708,2449.1844685629035,52151.172628798246,5187.683732668825,80.57676084006225,358.58319392930036
NON-122,Non-Renewable,4.774031168450157,3.3235513709950384,1.5693171856132313,27.80376028950121,1897.212880952909,5707.284277971747,3637.2226619031517,339.8919699999771,17347.96226673964,624.2885312276549,443.23466342440963,164.59670359137493,5792.843720519778,2145.6554027028806,763.5116052265159,126.46843770640278,5653.136700288725,3180.834116748451,1242.5367692760378,670.2984067231664,5882.003397261491,1300.4305054444678,567.8708351595922,69.86318910304621,3980.018239711084,15329.917707832794,4065.573182173439,1685.416958156059,39706.22332274858,4711.161033200873,82.51523085170793,218.64682776906062
NON-123,Non-Renewable,5.156422252494332,3.1151837168993626,1.8504100151249212,26.799555948974184,1742.1675298450502,7508.758841564491,1159.6866138332414,636.6648397649518,14254.202091291418,3352.681753879845,1414.865588584842,163.65195845613903,13136.477557448397,1866.2532756180333,565.4300693121061,188.0428453528331,4534.4469742481615,1432.9265560607996,465.0260506593697,1329.1682504399685,4159.1948472709055,2206.9968446365456,95.62678574678563,158.92948185087508,4438.914138406123,14695.976413499442,4349.516954073871,2429.187791395113,38023.41052977033,6630.381899082905,82.10833375757298,358.74750377818816
NON-124,Non-Renewable,7.359254669462402,2.1573725401673745,1.8802941412549534,29.475175055625986,1113.864163212377,4587.116563839101,1214.2089550413507,849.9005363727097,16237.3827945412,5049.0377216090055,1331.8314647418292,394.8617978147949,9878.794001918735,2976.4159474786643,656.6076818501487,106.4248429825618,9609.302617881422,2685.5790721830062,679.0431026831639,812.4351468397363,4860.388352258013,1754.6280864418582,460.41130036974147,180.62690084081916,5929.3860129456225,16466.510548831353,7817.713871367801,1838.9984626505413,15601.395888239509,3374.419411617113,82.14307691403694,315.3466196066053
NON-125,Non-Renewable,4.033765047367463,2.9467671981597254,1.9690487682700877,21.0016204677599,2331.131330092776,2283.6694896868453,3305.65389801854,478.1216688594113,12318.24973787291,3919.9829708313714,1528.5893248450675,139.47145861885167,9888.928041177736,1525.5481278478126,280.98731012688097,185.12018250217503,5244.986390433736,2923.332814940678,1029.9677350172224,1008.3972082868536,10265.122222593427,1311.524248780233,192.01221989755476,83.29229230976614,4880.204749124299,17844.790251672457,3383.416930981529,2779.053183462793,16735.592359616778,6693.907493632739,80.59812556149535,314.9154842848497
NON-126,Non-Renewable,6.489994621367484,3.5381378707284927,1.8742633170862215,30.832323107852652,2823.047797326701,7274.33564443417,1991.6420273050885,464.699273203997,12349.973528375293,3091.5931977468395,494.1050784722653,251.2948854943396,11156.90838055667,1576.9554475041218,645.8613449823293,131.22806646324597,8693.123848839889,2379.9218787816008,1412.8219254401092,197.78172145589713,9088.800613052777,1979.7132110990865,644.5665841369091,25.16089717823806,5673.691945940214,14929.114367389353,817.9616933128964,3022.2785406580783,56307.589390414374,1951.037508068469,82.17279831630613,502.89080110940256
NON-127,Non-Renewable,6.269004667769819,2.6735906190566183,1.7668616205035779,28.743932472997596,2021.3942347487377,7340.414217410898,1542.2602494773926,773.3204590460726,20888.334568248847,3290.8034843253813,1103.0577533834394,407.60686340639705,15427.20156516275,1623.2651194863442,590.4256346453054,125.19507301206549,3242.967820640296,1875.0967575844852,644.7716873087875,860.7918424403006,6495.710402170665,1451.3959726511653,763.8112150748734,61.7222049513566,5620.862131832967,14109.174213150814,5231.250405552075,2611.053972328961,24634.40631662775,5508.86885869664,82.1633500129365,398.5754786208042
NON-128,Non-Renewable,5.254471985377079,3.064963421526042,1.8047884929378804,27.078644845656363,1182.6377918235983,6454.290649963472,3590.9231993639723,611.4638770780471,5339.8046621178555,3918.0538892658983,543.2709404707059,562.2143265870535,17719.873391955436,1520.3932201334915,145.42267347765574,97.02080854470319,5590.363589002345,1113.8962422007503,949.0014656066668,1058.6076509666498,6795.505172137826,1449.125285515352,300.9720198672807,66.9504847452754,4186.071958407769,12022.651787265195,6934.294394361508,2189.560155405255,61500.256031101344,6190.391394998879,83.15071357018051,356.68297716288794
NON-129,Non-Renewable,5.576513054314768,3.385678232240177,1.8921996124226788,26.700983672567908,2225.0791647012074,6711.74436457,2234.224890303087,678.2620804562439,15869.83903800814,5490.567207145417,1020.7497708154428,319.854983375295,8613.524998163735,1399.8758467151692,524.764503437001,161.87722870029882,6799.396514462858,3065.8677873975435,898.0238395850904,1123.723621587199,8094.540442085543,594.9069866864251,483.13000487668523,100.97976070636408,5267.765438089581,8423.772799628023,7980.081699113998,2306.81113004053,41777.153827963884,4289.504538545893,82.5547826692512,346.8336999126508
