id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
ren_165,0.0459,0.0107,2.9782,0.018679,50.4333,conventional,medium,renewable,1001.043,375.151,8.43,1218.609,5.019,324.737,0.798,936.9,3.751,0.1073
ren_166,0.0869,0.0408,4.4757,0.08272466,223.3566,conventional,medium,renewable,2868.18,1471.324,35.503,1156.66,6.475,1133.666,0.714,251.8,3.124,0.1145
ren_167,0.1081,0.0232,3.3607,0.11776437,317.9638,conventional,medium,renewable,5616.543,1588.428,50.377,3897.809,41.44,1891.409,0.76,1114.0,3.76,0.1033
ren_168,0.0357,0.0247,4.796,0.00998199,26.9514,conventional,medium,renewable,485.271,164.289,5.171,454.834,0.354,176.725,0.619,199.4,4.01,0.1128
ren_169,0.1857,0.0535,1.3245,0.13165062,355.4567,conventional,low,renewable,3806.181,1063.955,56.877,4396.559,13.131,2324.175,0.512,996.5,4.697,0.1292
ren_170,0.1102,0.0038,3.3518,0.12779781,345.0541,conventional,low,renewable,3944.34,1772.328,50.867,4233.367,15.835,2210.212,0.452,482.7,4.604,0.125
ren_171,0.1419,0.1258,2.3852,0.0323419,87.3231,conventional,high,renewable,1683.753,407.776,15.494,1349.907,4.557,540.611,0.864,1121.2,2.901,0.1349
ren_172,0.1793,0.0475,1.7615,0.16534805,446.4397,recycled,,renewable,3887.672,362.952,12.148,1522.937,19.354,1456.271,0.649,1123.9,1.949,0.1079
ren_173,0.1872,0.0171,1.0605,0.1157234,312.4532,conventional,high,renewable,5702.242,1959.725,51.589,5975.275,24.22,1837.983,0.811,701.9,3.126,0.1202
ren_174,0.1394,0.054,5.3191,0.27618827,745.7083,recycled,,renewable,5724.594,583.582,37.251,2431.656,23.867,1646.742,0.794,1000.5,1.307,0.0979
ren_175,0.1157,0.0549,1.8697,0.06088626,164.3929,conventional,medium,renewable,3347.535,1084.536,30.905,2682.909,14.36,1037.112,0.765,795.3,3.971,0.1031
ren_176,0.0388,0.0149,0.8004,0.00322495,8.7074,recycled,,renewable,58.842,5.481,0.357,35.841,0.366,24.091,0.827,369.7,1.69,0.1214
ren_177,0.197,0.1871,2.6443,0.03165705,85.474,conventional,high,renewable,1545.579,298.819,17.619,484.832,8.653,467.829,0.873,991.8,3.211,0.1153
ren_178,0.0576,0.0256,2.9446,0.02463976,66.5273,recycled,,renewable,417.282,36.16,2.938,42.944,1.207,196.079,0.774,160.0,1.744,0.1297
ren_179,0.1157,0.0539,2.5057,0.08244049,222.5893,conventional,medium,renewable,4119.006,1054.547,38.226,4017.978,4.935,1390.825,0.767,800.9,3.435,0.1234
ren_180,0.1301,0.032,0.7247,0.03622655,97.8117,conventional,medium,renewable,1349.902,490.565,16.131,1296.193,7.831,472.502,0.7,1057.6,2.784,0.1167
ren_181,0.1925,0.1672,5.6124,0.16007353,432.1985,recycled,,renewable,4106.822,459.578,28.965,2783.173,14.866,1259.77,0.838,992.9,1.424,0.1088
ren_182,0.0976,0.0847,1.5819,0.01168965,31.5621,recycled,,renewable,312.966,10.819,1.751,122.195,1.177,119.447,0.822,428.1,2.128,0.1335
ren_183,0.1904,0.1451,1.669,0.07975321,215.3337,recycled,,renewable,1482.851,159.893,7.959,630.382,8.836,561.595,0.667,664.8,1.24,0.1418
ren_184,0.1563,0.0124,2.4193,0.18453934,498.2562,conventional,high,renewable,8964.99,2345.669,99.476,6581.891,0.951,2611.966,0.915,79.7,2.744,0.1103
ren_185,0.125,0.0968,1.908,0.03751095,101.2796,conventional,medium,renewable,1904.204,449.212,22.016,1396.772,1.697,680.306,0.645,668.8,3.734,0.1268
ren_186,0.1671,0.015,2.7553,0.2397876,647.4265,conventional,low,renewable,9712.607,2891.947,84.491,10065.567,21.01,4293.792,0.479,917.0,4.664,0.0992
ren_187,0.0935,0.0049,0.3046,0.00834602,22.5343,conventional,medium,renewable,414.692,124.309,4.606,285.155,0.597,118.687,0.679,303.8,2.674,0.1135
ren_188,0.1528,0.0993,1.6968,0.07193365,194.2209,conventional,low,renewable,4107.16,1523.09,52.686,2313.518,6.082,1082.595,0.606,409.7,3.06,0.1118
ren_189,0.144,0.0753,4.6991,0.22248769,600.7168,conventional,low,renewable,11461.209,3699.424,129.628,11718.853,38.792,4331.401,0.45,731.7,4.866,0.1121
ren_190,0.1446,0.088,4.5078,0.18648744,503.5161,conventional,high,renewable,11478.255,2977.949,106.329,7454.506,0.513,2557.573,0.852,36.1,2.633,0.1031
ren_191,0.0968,0.0158,1.846,0.05284283,142.6757,recycled,,renewable,1110.645,72.767,11.582,533.721,2.468,528.26,0.779,189.1,1.87,0.1774
ren_192,0.182,0.1175,4.1098,0.24967148,674.113,recycled,,renewable,2859.505,391.762,37.237,2742.969,41.045,1705.432,0.637,804.8,1.283,0.1437
ren_193,0.0442,0.0345,5.5185,0.01329315,35.8915,conventional,high,renewable,764.931,141.669,5.372,542.833,4.256,214.096,0.817,1024.4,2.68,0.1255
ren_194,0.1293,0.0298,0.6603,0.03282512,88.6278,conventional,high,renewable,2308.735,436.478,11.674,852.904,3.767,670.248,0.827,825.0,3.471,0.1455
ren_195,0.1241,0.0817,4.5455,0.12475916,336.8497,recycled,,renewable,3069.792,271.4,13.375,1164.761,6.59,1122.635,0.734,168.1,1.746,0.129
ren_196,0.1174,0.0065,0.7224,0.03120579,84.2556,conventional,medium,renewable,1353.999,453.351,12.343,809.11,6.438,575.932,0.673,975.7,3.761,0.1594
ren_197,0.1039,0.0704,3.3831,0.06201361,167.4367,conventional,low,renewable,2748.989,995.245,40.791,3079.941,1.696,1142.346,0.475,316.0,3.843,0.1526
ren_198,0.1111,0.0709,5.9867,0.13740349,370.9894,conventional,high,renewable,6474.012,2077.068,90.276,3491.421,3.479,2192.266,0.988,92.5,3.597,0.1157
ren_199,0.0473,0.0249,3.5322,0.0178815,48.2801,conventional,high,renewable,798.014,320.682,10.99,775.516,2.071,254.628,0.913,427.7,3.211,0.1054
ren_200,0.0733,0.0106,2.6534,0.04389238,118.5094,conventional,high,renewable,2270.325,515.943,26.523,2034.514,4.344,636.404,0.975,1130.2,2.517,0.1191
ren_049,0.12291013969483573,0.04039344283086845,2.2784137069182404,0.08827096046292622,214.21851519272752,conventional,medium,renewable,6440.307498857619,1186.3693455413813,54.38664270001153,3318.6648826183346,9.264142028731767,890.8573278717965,0.8083202540639346,682.3800459597272,2.616907698757202,0.1184840876770697
ren_176,0.13975294442373867,0.05067857504562225,2.3961411913720103,0.08716542157914212,323.9390691099022,conventional,medium,renewable,6468.384339793507,704.2768075398571,29.638892524851002,3202.1168610590307,9.797924072635666,775.8774962419433,0.7100201531970357,680.4080589542709,3.0446433229625596,0.11947404738986016
ren_045,0.12860620979038256,0.04446493407810089,2.969301496375312,0.08760035841828404,157.13657093041596,conventional,high,renewable,1433.8253246488039,980.4874558870455,14.867448002585284,6270.4646994079485,6.466747164094885,1229.0689711591888,0.7030643869909559,986.6213570164956,2.8304257429448496,0.12065335498140889
ren_162,0.09131299763289386,0.06299895761249845,3.126706597314177,0.07971079350638735,221.98890134674483,conventional,medium,renewable,3418.261286984666,2272.9736153565045,35.939551549551624,5419.302728419621,8.473100481136328,1431.542632822032,0.7201362456031648,565.7063005128304,2.7190629616439206,0.11963775557963287
ren_141,0.10670517259359452,0.054878900875418926,3.5034310752305147,0.07775466990328099,236.75043563532049,conventional,high,renewable,5003.541025397945,1104.6234219434057,23.501950023881875,2699.406914714568,6.504657123543104,2728.4924678657076,0.7702391397719306,660.4136680498195,2.79340319889419,0.12057197410262624
ren_078,0.12053024314267938,0.051363098510829965,3.0191357817317113,0.11326479435999376,237.90468560410133,recycled,medium,renewable,3311.64543563257,1270.467336846348,42.050883878146934,103.18539280119239,4.683776978017233,2187.2169520272346,0.7092420200998725,719.3093659754345,2.27345062096312,0.11452306049385091
ren_028,0.07599389831231392,0.05972709602982274,2.9672135491910865,0.10180453251298402,267.74399203075376,conventional,high,renewable,4698.5884653798985,148.645835330787,53.13639458674705,2395.7284735612966,9.41990675509573,1706.223933385244,0.709841122102317,470.58448067122276,2.7570709249608996,0.12509014614749608
ren_007,0.10417295415767029,0.0525523648790844,2.9732414712668738,0.09983109021205598,248.7796013914945,conventional,low,renewable,2347.2140312745064,1248.9421211579515,40.49588414963087,2601.814519792587,7.074919609301775,1809.873673609283,0.7449085737791306,459.996384313871,2.5326189817688394,0.13216101720657517
ren_190,0.10308440456769126,0.06159300542467151,3.0250553535297766,0.08477580692778053,415.9609182283081,recycled,medium,renewable,2752.9114182423805,1361.4520130476967,70.98113012051533,1660.6265400513641,13.551950139706674,1502.8965886639896,0.7116153626498232,501.9944522856977,3.329128838745305,0.11989052509563936
ren_042,0.12892793584207043,0.07672649983208817,2.9140269109290244,0.0790546926558831,409.51780172744304,conventional,low,renewable,4971.1418452078815,1587.0999470044671,39.366862028864404,5397.950915415562,7.859332752911216,1424.4568886043774,0.7146112552510686,596.7058646595339,2.8247756754290108,0.12196630821075438
ren_046,0.12653442406089974,0.03262978380251588,3.190611742449934,0.07042930594002131,362.9689290334509,conventional,medium,renewable,4475.177184448146,496.7331259696249,37.62545722968469,2553.887204514798,1.3222681400508929,147.9745167063602,0.6922976931369083,601.3420618522598,2.941395244437616,0.12466592101537467
ren_190,0.10869977418506148,0.06341128226812379,2.7891196828131375,0.13994062510248836,277.3094798235939,recycled,low,renewable,3789.900975725558,1952.9821496107852,44.58831077067739,2199.5061471754357,5.998522978688298,375.39493898927265,0.7112009893600045,503.17179397963196,2.897885690473074,0.12092767723472436
ren_183,0.08744987135694106,0.03957694290147327,3.067073138535855,0.11466037767675857,457.165437290679,conventional,medium,renewable,5508.644461960705,1483.2801704183023,47.140896658644735,1107.1087706844273,2.433351418037252,2247.137693804062,0.6893897301830154,744.3453094123969,2.459315348858264,0.1268670667787672
ren_156,0.12167225839931481,0.06824421936288083,2.64704207644048,0.09199936772092152,293.84947316952946,conventional,high,renewable,4810.908578215548,1504.2559474048107,13.747879273128962,921.7346413196206,16.003424811307067,1935.479430609452,0.7637836132009951,349.65904836873517,2.696280991410773,0.1099303411584967
ren_159,0.1100874920372972,0.04864090247003336,3.12755224171127,0.05234181007429733,345.2911384275567,conventional,medium,renewable,4251.508194072823,1968.7521664505532,32.47217509222934,7347.335557155286,10.872642921613524,1662.4078417920575,0.7115195555827,563.0812629456371,2.8375811684192143,0.1181811110099095
ren_066,0.1217547434667266,0.05258059024672404,3.7529041267862806,0.08446876650467894,191.8295695061741,conventional,high,renewable,2390.465356327334,2353.255508155389,7.624211139546311,3784.8934832260725,7.92728434798569,9.348,0.6898339444072882,509.5576399630759,2.6593537768549464,0.12041851050496227
ren_076,0.07896939828062441,0.04384489938598446,3.49021768065541,0.05466732019472884,132.85438409232532,conventional,medium,renewable,5739.204915476217,1424.9115803171665,49.416471312735055,2133.0189279866518,10.069791386648738,320.58662841869136,0.7771950886236337,382.04863529626505,3.0138471494717307,0.11076931607299226
ren_139,0.1093147500257008,0.07086006466800968,3.548943898932414,0.06760588571916439,289.3143620987421,conventional,high,renewable,2713.6687017552586,1505.6867559686111,58.43542808287485,3976.0488075259764,5.262074627347652,619.6433422617229,0.7542619334923513,693.2576371455349,2.220534632533723,0.12423000781851817
ren_117,0.11561868739378686,0.04205955616544959,2.3206537455322884,0.09474746403547187,221.61598918715606,conventional,medium,renewable,3812.6116259498,2087.0011214376736,46.11108935154045,3992.0234899565457,11.263015392901156,2321.938677886039,0.7515880599467388,520.9315211750137,2.917310044323918,0.12820711162798068
ren_050,0.1212432472827085,0.02080570882176723,3.4463622785272348,0.12563132002408936,175.99457976758654,conventional,high,renewable,5013.736839003181,1229.935872509584,54.79952095600198,2518.7819649070407,4.630390278337488,1486.7972526416454,0.7486798171107312,633.7761620859803,2.662781655298626,0.12509483975186775
ren_175,0.11204303518034418,0.04416868937868594,2.1458117436618007,0.09166075913258105,466.8546851741878,recycled,medium,renewable,5434.6703520335195,2356.9303143835596,49.656736752725585,3756.114646517368,7.581878153243804,1870.6899241110373,0.7654808559961822,615.2715539396559,2.7378552453237455,0.11485344534458672
ren_084,0.10543095228583649,0.047784398478694604,3.244073781674969,0.108502565233878,167.41732270170996,recycled,medium,renewable,4100.6286000692735,1707.3586291656597,71.73257595980114,4987.320501164312,9.597050541252582,1824.138657640638,0.7972977550875623,611.8923131741665,2.83192555787332,0.11580751207075457
ren_116,0.07971761755376347,0.03504312995154457,2.838133574675832,0.03061262270001519,140.93872440226343,conventional,medium,renewable,7152.704193955502,1203.3832562219525,18.157235249785735,2453.6896826309467,10.817758434112562,314.1939281440316,0.6290655811044774,652.0083685876949,2.6382572475123793,0.11978528808001813
ren_060,0.11246673009802384,0.07079165134635801,2.7794978943429305,0.07050139584025081,295.5780150114424,conventional,high,renewable,3991.4637502822115,1019.5301483987785,43.170427972842496,5087.448762781505,8.015527079182547,1157.8289148877993,0.7634736052009546,343.75037218037255,2.3601767684121535,0.12152920491517644
ren_170,0.1029303457342194,0.05677987186500193,2.8907528458615266,0.0817132826665791,303.489359004718,recycled,high,renewable,4938.3719645774745,488.044015976635,19.1699319483294,2778.5334276697904,4.421413162358209,1652.2040469218318,0.7387398566569227,626.6619050514029,2.3638437572579076,0.11980483592959408
ren_009,0.11615371559147925,0.060439951486201016,2.8593244424458115,0.12438734503811627,403.71359064336934,recycled,medium,renewable,2815.381926318096,868.3347652637528,42.75398282641401,3549.5084202085563,16.180527616006486,1064.439462459809,0.7516179991614051,503.24125001821585,3.3432451768743743,0.12562821257228654
ren_003,0.12179305457200644,0.04565515840355258,2.69088395267412,0.11338103445867954,201.4582236000391,conventional,high,renewable,3736.0422932538545,285.2971647944181,44.133189362229494,3195.7252982678433,7.035259822209155,862.3360549881629,0.7206538430872587,573.508697327701,3.0311590754972895,0.1219486041351086
ren_060,0.10943203220730241,0.05334708099443791,3.0529742070667973,0.14120575784385248,368.3123569214068,conventional,high,renewable,4199.300802556434,1118.0325923859232,47.524301685331466,2197.8198917097216,6.401222979060227,1504.35245159879,0.8026158747601589,585.5947392160133,2.9838239770665766,0.11944113119508158
ren_153,0.1267845781299667,0.04658298419176748,3.292485051635349,0.14368888823704762,354.0556309668411,recycled,medium,renewable,5086.921845900465,1000.213137011469,71.52276437460267,4271.908941333846,8.364836760392803,416.3158104468549,0.7911385211154364,458.99545999424913,2.1675259848853665,0.11555742340510172
ren_128,0.10435197012588754,0.04802196390349968,3.2402646616455817,0.09910037931442894,135.5378939662616,conventional,high,renewable,4943.723203575008,1574.0378886339477,24.06530070852443,2585.4243645054726,5.744241932472312,2632.2965242757223,0.727604290445749,532.2958756673346,2.8404698909741786,0.11414644811030328
ren_055,0.11173042347229639,0.04815633536446867,3.1836934361342695,0.12939533669617348,205.18658237287138,recycled,medium,renewable,2691.4283477147796,1196.403656322154,48.0244988389625,4797.417778725056,9.572198911422573,1121.6465751505812,0.7687625956938311,797.2923924886389,2.546869497665392,0.11691584048969458
ren_131,0.12516932301186284,0.04238638104338782,3.2972370359591605,0.12632794329769206,328.70675552462745,recycled,high,renewable,3322.7322505980505,658.5157339757473,62.07812933854525,1278.4801581128972,6.947778750190519,2037.7234637340403,0.6813970213245817,571.4467166770883,3.248050375776865,0.11770564733755431
ren_114,0.10917512244842574,0.059654088399773,2.7530335077361237,0.10395991928629529,226.26147260347122,conventional,medium,renewable,5667.475342783817,1699.7991994617591,36.60599824095497,5287.183464854121,10.551979070547755,1490.5237975584391,0.6587368623732804,568.7749308391684,2.7534142051757424,0.12218436440558823
ren_056,0.10541585510630032,0.04505156293737459,2.1354340373630696,0.0811851336377724,277.0816610402297,conventional,medium,renewable,5860.1000460539335,328.93403022220764,44.65560019008085,3499.3786550514587,10.17693146844609,2419.8151175644853,0.7670821019005544,657.7754270404756,2.666803017249775,0.11598580260359558
ren_133,0.13957160258845747,0.08183397728132642,2.7120815013502675,0.06113855765426882,368.2204417806667,conventional,medium,renewable,5648.334588201459,1633.2275997535671,46.196990043021735,2880.6891040507194,7.452830299197165,1444.180033183125,0.6759269201835746,599.1997385539755,2.7952714763723248,0.12271688797850265
ren_173,0.12356187620879286,0.059772001992579156,3.258182054010105,0.09550654504118135,217.32675383170562,recycled,high,renewable,4576.483899003411,1758.524669217414,6.301436039161459,4013.2020430254506,9.001033191719133,1098.33746025183,0.7155250640542802,469.2466263912398,2.2103966057324387,0.12376680601690863
ren_159,0.12961976950858115,0.06565398074431728,3.3443621569054094,0.13352830130369298,380.2573808944433,recycled,high,renewable,4822.76120576364,1016.2827503080678,38.5765441912761,3004.613452798916,5.599837211124969,1711.589135402514,0.7219598946970164,699.0055146441409,2.5010202408448565,0.13039141044399086
ren_162,0.10393822308395997,0.06179746860864564,3.573161913597842,0.10598934927980382,105.73648470229168,conventional,high,renewable,1512.611036934948,1619.4616925098019,69.12513802797667,1440.8083611605093,2.7787692876688315,1887.0072864558201,0.7705781605978406,498.72787271547435,3.2704058744974747,0.12444254766678349
ren_008,0.10677246121456584,0.05378121276736698,3.259520873962354,0.02480230113037675,327.38350893463326,recycled,low,renewable,6526.574949811837,1758.099449771855,25.236350897002836,3765.4105883807692,6.570670737052916,1182.1715519088673,0.7214289904088502,686.8065329651719,2.5247359884859346,0.12029562129024167
ren_130,0.11078701997685976,0.052503720787513725,2.4637018640857167,0.17154848375748977,324.3783233132626,conventional,medium,renewable,4879.814716928342,1108.1120591939032,52.64451831042442,3914.131012017113,8.280028976558174,1156.1536918400193,0.6810274891692651,627.8684020582665,2.6911063150410395,0.11112082166973132
ren_072,0.10814990853607236,0.04476856213478995,3.5623943324978358,0.0737730452142477,418.6134289916637,recycled,high,renewable,2286.7627633734737,1375.842562908595,70.92087963553624,2405.1987087791704,11.537375430067977,1843.7519352826632,0.7350041818648894,520.1987776782458,2.658616260866613,0.11408971385645852
ren_108,0.09759630411808375,0.06145596542014605,4.0578016556881265,0.1419896848374136,102.1521845357914,conventional,medium,renewable,1955.3763277159392,902.9538359025864,47.44884218144831,3320.207357884894,10.395508211301463,826.7496166835979,0.7310088753369762,639.9556233471048,2.481482149847096,0.11776832927279424
ren_159,0.11199874086183324,0.04134810260485489,2.601647345664475,0.17887794137037916,299.48461109686576,conventional,high,renewable,7040.815954779325,4.3848,38.70906044683647,5603.656140119478,14.131214028315588,1424.1341296021037,0.6822819199448321,658.1481611522714,3.3352136566626474,0.12255666490337595
ren_069,0.12193918614688079,0.06071001630379684,2.861875895899555,0.0914809500525267,251.71961604098595,conventional,medium,renewable,6614.967792414575,122.69837963107352,49.038144917912035,3164.8069015845035,16.726611454407088,1756.7882600770065,0.7844387458497403,609.9051460047385,2.226697812713722,0.11802162963625587
ren_174,0.11401493256329673,0.08120369284007957,3.4146775897221606,0.0685918455697988,180.1947092826124,conventional,medium,renewable,6236.854727049773,628.7166328371794,41.50032673571103,4684.917139564181,13.94455616285249,812.7446193574056,0.7094527495848716,712.6164826888013,2.991627009453027,0.12278709111449303
ren_024,0.1458263638509673,0.055943271419714315,3.231212784052008,0.07145873383194241,210.26511324668178,conventional,high,renewable,3701.7057396341856,121.33821738587108,5.864226035015129,2263.0504235435237,6.506451412991121,1755.8941055892492,0.6408669325411392,587.5984233704088,2.860114192161335,0.12300411637888745
ren_165,0.11155970768785083,0.04269712778283161,2.446959853656975,0.08219068343414923,263.70874923431046,recycled,high,renewable,4890.169756311642,1431.4862324344856,46.38465459923452,1989.3226444785187,12.210316639467504,555.9434876500893,0.7565055737792106,616.6439664378065,2.5232077159257975,0.1163440782061529
ren_158,0.13158491037375358,0.0712012117590908,3.263407112885253,0.14894115813547232,220.06257106343665,recycled,medium,renewable,5610.731905554712,1222.2169486979456,52.82367427999725,1970.6891182651073,14.305862844660371,1607.8615386644587,0.6829008766525849,733.1864800546346,2.502066525119834,0.12288909013305654
ren_042,0.09942858909913109,0.06097577527094824,2.8457888529638176,0.10552140801694306,254.3813619354237,conventional,low,renewable,3697.9863428364943,877.2375699378149,57.24957992738088,3038.7003717982034,14.775558008391691,974.1919638949012,0.6714920085424608,453.4507672646683,3.009317634515598,0.12052363649204201
ren_099,0.10900760497825308,0.055767519237766745,2.848824743088113,0.1027529427391889,436.7082934242352,recycled,low,renewable,44.51972050333825,1713.1925024815214,39.472436918161335,4554.058276643261,2.640884180465301,1047.3220063490671,0.7500789154375397,532.799291368718,2.8857700576307157,0.12649747001310493
