Sample_ID,Scrap_Input_kg,Scrap_Quality_pct,Crushing__Electricity_kWh,Crushing__Carbon_kgCO2e,Crushing__NaturalGas_Nm3,Crushing__WasteWater_L,Crushing__LiquidFuel_L,Crushing__Fluorine_g,Crushing__SO2_g,Furnace_Melting__Electricity_kWh,Furnace_Melting__Carbon_kgCO2e,Furnace_Melting__NaturalGas_Nm3,Furnace_Melting__WasteWater_L,Furnace_Melting__LiquidFuel_L,Furnace_Melting__Fluorine_g,Furnace_Melting__SO2_g,Separation__Electricity_kWh,Separation__Carbon_kgCO2e,Separation__NaturalGas_Nm3,Separation__WasteWater_L,Separation__LiquidFuel_L,Separation__Fluorine_g,Separation__SO2_g,Final_Casting__Electricity_kWh,Final_Casting__Carbon_kgCO2e,Final_Casting__NaturalGas_Nm3,Final_Casting__WasteWater_L,Final_Casting__LiquidFuel_L,Final_Casting__Fluorine_g,Final_Casting__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
R-069,1.335,0.929,0.029478,0.00084662,0.0,0.823164,0.013961,0.0,0.031878,3.2156584,0.09959942,0.669115,0.336709,0.149744,0.0,0.679216,0.1895832,0.00563772,0.078752,1.38176,0.027028,0.0,0.077112,0.3083432,0.00983412,0.029315,0.161032,0.066152,0.0,0.152058,3.7430628,0.11591788,0.777182,2.702665,0.256885,0.0,0.940264
R-070,1.358,0.948,0.0327956,0.00088514,0.0,0.72168,0.014529,0.0,0.029116,3.683594,0.10424056,0.749056,0.32222,0.154024,0.0,0.743762,0.1866184,0.00480268,0.075113,1.512129,0.0282,0.0,0.075263,0.28358,0.00933072,0.03272,0.137827,0.077224,0.0,0.136446,4.186588,0.1192591,0.856889,2.693856,0.273977,0.0,0.984587
R-071,1.385,0.869,0.0335444,0.00094794,0.0,0.91365,0.017216,0.0,0.031839,4.5313824,0.0970761,0.841923,0.349328,0.18524,0.0,0.838505,0.2098692,0.00554374,0.089321,1.728666,0.036662,0.0,0.088127,0.3565208,0.01025294,0.03219,0.164526,0.100794,0.0,0.17542,5.1313168,0.11382072,0.963434,3.15617,0.339912,0.0,1.133891
R-072,1.136,0.852,0.0303624,0.00089758,0.0,0.69443,0.014584,0.0,0.029084,2.9220032,0.11201624,0.698967,0.264635,0.116204,0.0,0.726944,0.1479548,0.00504776,0.072393,1.351416,0.028813,0.0,0.071086,0.2734468,0.00810804,0.027054,0.139928,0.070601,0.0,0.144805,3.3737672,0.12606962,0.798414,2.450409,0.230202,0.0,0.971919
R-073,1.19,0.915,0.0262804,0.00077184,0.0,0.543,0.013232,0.0,0.029018,3.3137904,0.10225168,0.691094,0.292676,0.166066,0.0,0.835234,0.1677516,0.00482916,0.073893,1.244573,0.025508,0.0,0.062186,0.2902876,0.0079685,0.029198,0.118459,0.074703,0.0,0.132764,3.79811,0.11582118,0.794185,2.198708,0.279509,0.0,1.059202
R-074,1.144,0.943,0.0230336,0.00078078,0.0,0.634098,0.011947,0.0,0.024824,2.3981812,0.08143754,0.660536,0.237451,0.129728,0.0,0.576736,0.159764,0.00414878,0.061692,1.173142,0.024756,0.0,0.064515,0.2380816,0.00755636,0.02521,0.125454,0.056374,0.0,0.125893,2.8190604,0.09392346,0.747438,2.170145,0.222805,0.0,0.791968
R-075,1.346,0.851,0.0345368,0.0010735,0.0,0.837655,0.01639,0.0,0.032362,4.310332,0.11273576,0.892346,0.317669,0.176812,0.0,0.840154,0.2026016,0.00644418,0.081181,1.65633,0.031978,0.0,0.084217,0.3389176,0.0107151,0.033846,0.142616,0.08535,0.0,0.172835,4.886388,0.13096854,1.007373,2.95427,0.31053,0.0,1.129568
R-076,1.131,0.946,0.0231684,0.00079432,0.0,0.589616,0.011558,0.0,0.023996,2.6898588,0.0947827,0.639168,0.254526,0.100798,0.0,0.73036,0.152916,0.00375176,0.057414,1.247409,0.02468,0.0,0.061043,0.2375184,0.00695526,0.023815,0.132247,0.064808,0.0,0.108827,3.1034616,0.10628404,0.720397,2.223798,0.201844,0.0,0.924226
R-077,1.034,0.947,0.0217784,0.0006634,0.0,0.529986,0.011081,0.0,0.021961,2.562286,0.07724036,0.594456,0.20572,0.118105,0.0,0.548063,0.1401788,0.00437826,0.056044,1.134931,0.020671,0.0,0.059233,0.2349156,0.00666258,0.023069,0.12042,0.057404,0.0,0.110434,2.9591588,0.0889446,0.673569,1.991057,0.207261,0.0,0.739691
R-078,1.334,0.995,0.02851,0.00082652,0.0,0.677358,0.014577,0.0,0.028391,3.5561548,0.09412698,0.790391,0.306925,0.123874,0.0,0.668427,0.1586492,0.0049742,0.069185,1.347791,0.029237,0.0,0.073901,0.267138,0.00854928,0.031295,0.129263,0.069073,0.0,0.1258,4.010452,0.10847698,0.890871,2.461337,0.236761,0.0,0.896519
R-079,1.321,0.933,0.0279008,0.00087492,0.0,0.723792,0.013649,0.0,0.027659,2.7924412,0.10031148,0.684694,0.251023,0.159193,0.0,0.841283,0.1817724,0.00564064,0.074397,1.443271,0.027571,0.0,0.072793,0.3054864,0.00902932,0.030972,0.148582,0.075673,0.0,0.145218,3.3076008,0.11585636,0.790063,2.566668,0.276086,0.0,1.086953
R-080,1.198,0.856,0.0311004,0.00081674,0.0,0.717708,0.01397,0.0,0.029068,4.1284128,0.11326366,0.659459,0.270085,0.144764,0.0,0.796457,0.2021384,0.00517528,0.076293,1.494845,0.031576,0.0,0.071428,0.269788,0.00929942,0.027588,0.147126,0.077701,0.0,0.146684,4.6314396,0.1285551,0.76334,2.629764,0.268011,0.0,1.043637
R-081,1.378,0.851,0.033376,0.0011874,0.0,0.793399,0.016934,0.0,0.038149,3.5139076,0.1080249,0.957461,0.347764,0.177062,0.0,1.005519,0.2182428,0.00577942,0.083581,1.775523,0.037563,0.0,0.080778,0.3595608,0.00980314,0.032115,0.173421,0.085446,0.0,0.156473,4.1250872,0.12479486,1.073157,3.090107,0.317005,0.0,1.280919
R-082,1.031,0.853,0.0233704,0.00076226,0.0,0.61342,0.013687,0.0,0.026338,2.6356336,0.09132426,0.756885,0.228034,0.133885,0.0,0.663637,0.162916,0.00441146,0.060492,1.249514,0.025256,0.0,0.070869,0.255658,0.00763434,0.023821,0.120872,0.063567,0.0,0.133556,3.077578,0.10413232,0.841198,2.21184,0.236395,0.0,0.8944
R-083,1.272,0.988,0.0268008,0.00073612,0.0,0.586438,0.012871,0.0,0.027499,3.3428104,0.09595098,0.681028,0.253265,0.135365,0.0,0.669727,0.1607772,0.00474526,0.060883,1.563758,0.026917,0.0,0.066404,0.2475992,0.00761024,0.025492,0.124053,0.066871,0.0,0.125724,3.7779876,0.1090426,0.767403,2.527514,0.242024,0.0,0.889354
R-084,1.123,0.995,0.0218852,0.00068566,0.0,0.522731,0.012361,0.0,0.022227,2.6765568,0.082144,0.656648,0.244427,0.098489,0.0,0.485235,0.1412,0.00414844,0.059945,1.196571,0.023176,0.0,0.05353,0.2437308,0.0068177,0.024288,0.104156,0.053519,0.0,0.121426,3.0833728,0.0937958,0.740881,2.067885,0.187545,0.0,0.682418
R-085,1.196,0.992,0.024558,0.00072838,0.0,0.657918,0.010757,0.0,0.027432,2.9057916,0.08532678,0.68055,0.237784,0.124308,0.0,0.528438,0.13978,0.0047038,0.062992,1.232179,0.025204,0.0,0.066729,0.2317372,0.00783802,0.024211,0.111876,0.062345,0.0,0.13191,3.3018668,0.09859698,0.767753,2.239757,0.222614,0.0,0.754509
R-086,1.386,0.915,0.0309284,0.0009099,0.0,0.809272,0.016113,0.0,0.031583,4.1647472,0.09011424,0.688723,0.329821,0.172728,0.0,0.737562,0.1861052,0.00502954,0.071885,1.483087,0.027632,0.0,0.09524,0.341854,0.0094258,0.028509,0.140911,0.074262,0.0,0.144476,4.7236348,0.10547948,0.789117,2.763091,0.290735,0.0,1.008861
R-087,1.144,0.903,0.0257268,0.00082316,0.0,0.55622,0.013761,0.0,0.027799,3.2526288,0.0936016,0.781361,0.229424,0.115716,0.0,0.653873,0.1518196,0.00466088,0.062633,1.234235,0.02762,0.0,0.063363,0.2497768,0.0079938,0.029096,0.132514,0.065012,0.0,0.139698,3.679952,0.10707944,0.87309,2.152393,0.222109,0.0,0.884733
R-088,1.33,0.893,0.0312736,0.00087484,0.0,0.740099,0.016546,0.0,0.031553,3.7246552,0.10513706,0.57286,0.283416,0.139978,0.0,0.637891,0.1930532,0.00550384,0.067081,1.606967,0.027011,0.0,0.076188,0.3190432,0.00980862,0.033594,0.162776,0.076283,0.0,0.154471,4.2680252,0.12132436,0.673535,2.793258,0.259818,0.0,0.900103
R-089,1.311,0.985,0.0245744,0.00081556,0.0,0.747998,0.013782,0.0,0.028785,3.8673528,0.10669278,0.644247,0.274602,0.141978,0.0,0.765059,0.14258,0.00466578,0.062356,1.32008,0.026125,0.0,0.069503,0.255558,0.00820018,0.023612,0.136074,0.069675,0.0,0.13789,4.2900652,0.1203743,0.730215,2.478754,0.25156,0.0,1.001237
R-090,1.072,0.938,0.0213428,0.00067144,0.0,0.53085,0.010969,0.0,0.023547,3.0525012,0.07476014,0.499258,0.233946,0.088246,0.0,0.502087,0.1326076,0.00393626,0.056301,1.287833,0.023622,0.0,0.060061,0.217244,0.00748696,0.024266,0.104851,0.052942,0.0,0.117424,3.4236956,0.0868548,0.579825,2.15748,0.175779,0.0,0.703119
R-091,1.267,0.946,0.027388,0.00079656,0.0,0.727188,0.015021,0.0,0.025845,2.8050072,0.1029038,0.649432,0.259772,0.124574,0.0,0.69284,0.1629816,0.00500752,0.066533,1.40169,0.030565,0.0,0.068765,0.2964548,0.00807444,0.028017,0.135465,0.06251,0.0,0.14505,3.2918316,0.11678232,0.743982,2.524115,0.23267,0.0,0.9325
R-092,1.32,0.87,0.0327816,0.0009713,0.0,0.865656,0.016887,0.0,0.032691,4.454246,0.09698282,0.756968,0.305393,0.152863,0.0,0.786766,0.1838672,0.006187,0.077489,1.618243,0.032491,0.0,0.077063,0.336312,0.00894582,0.033825,0.153998,0.082602,0.0,0.165584,5.0072068,0.11308694,0.868282,2.94329,0.284843,0.0,1.062104
R-093,1.163,0.886,0.0261356,0.00093496,0.0,0.720379,0.013983,0.0,0.028124,3.6605592,0.10641388,0.718762,0.289129,0.118884,0.0,0.706997,0.166604,0.00428804,0.065092,1.281596,0.030321,0.0,0.066325,0.2500328,0.00829168,0.025389,0.139262,0.060795,0.0,0.136577,4.1033316,0.11992856,0.809243,2.430366,0.223983,0.0,0.938023
R-094,1.302,0.975,0.0255544,0.00091566,0.0,0.661033,0.013883,0.0,0.028007,3.4729428,0.08863886,0.610457,0.219522,0.114965,0.0,0.646996,0.1558596,0.0047891,0.070548,1.331556,0.027685,0.0,0.068582,0.288158,0.00748,0.029362,0.122027,0.060688,0.0,0.123609,3.9425148,0.10182362,0.710367,2.334138,0.217221,0.0,0.867194
R-095,1.23,0.973,0.0252156,0.00073554,0.0,0.587885,0.014473,0.0,0.027607,3.4511992,0.08512672,0.730172,0.271465,0.13303,0.0,0.456406,0.1509524,0.00405642,0.061618,1.244256,0.022208,0.0,0.062847,0.2551032,0.00688318,0.023043,0.141103,0.06993,0.0,0.136539,3.8824704,0.09680186,0.814833,2.244709,0.239641,0.0,0.683399
R-096,1.248,0.938,0.0240976,0.00074862,0.0,0.717051,0.013785,0.0,0.028873,2.7891476,0.0933727,0.620943,0.304665,0.132179,0.0,0.66749,0.1702856,0.00559532,0.069826,1.235102,0.024887,0.0,0.072139,0.268774,0.0079285,0.026675,0.141106,0.067968,0.0,0.140346,3.2523048,0.10764514,0.717444,2.397924,0.238819,0.0,0.908848
R-097,1.381,0.94,0.029894,0.00092478,0.0,0.721839,0.013986,0.0,0.031655,3.1132968,0.11767064,0.782746,0.358126,0.148775,0.0,0.667125,0.188452,0.0056571,0.086097,1.510449,0.029196,0.0,0.075754,0.3019272,0.0086873,0.029718,0.160279,0.07393,0.0,0.1584,3.63357,0.13293982,0.898561,2.750693,0.265887,0.0,0.932934
R-098,1.096,0.92,0.0268708,0.00068494,0.0,0.635373,0.011628,0.0,0.023475,3.0985952,0.08958256,0.594334,0.298808,0.130981,0.0,0.558957,0.149916,0.00456574,0.05591,1.32122,0.024912,0.0,0.064537,0.2469764,0.00686936,0.026486,0.132671,0.058685,0.0,0.112876,3.5223584,0.1017026,0.67673,2.388072,0.226206,0.0,0.759845
R-099,1.197,0.957,0.0265056,0.00074928,0.0,0.653121,0.013938,0.0,0.023552,3.1847576,0.08947732,0.614858,0.237778,0.130418,0.0,0.571512,0.1523256,0.00387506,0.059711,1.293038,0.026685,0.0,0.061795,0.2407528,0.007757,0.024868,0.116747,0.068097,0.0,0.13971,3.6043416,0.10185866,0.699437,2.300684,0.239138,0.0,0.796569
R-100,1.194,0.988,0.0246608,0.00068666,0.0,0.57082,0.010104,0.0,0.024306,3.4256336,0.08606816,0.500973,0.230294,0.120792,0.0,0.630248,0.1529796,0.00441434,0.062234,1.13705,0.024459,0.0,0.063236,0.2295392,0.00776116,0.02555,0.121344,0.058931,0.0,0.118087,3.8328132,0.09893032,0.588757,2.059508,0.214286,0.0,0.835877
R-101,1.1769527852129111,0.9351640586154235,0.026347485939584896,0.0008385114845114287,0.0,0.6608878833046867,0.014028597864869706,0.0,0.026184529783371633,3.060986264297382,0.09401946827174254,0.6724867075636852,0.23696109084869235,0.13302380547632742,0.0,0.6116157356760242,0.1609174077454395,0.005025614114177212,0.0690434546630677,1.2797439680387517,0.02891719686413417,0.0,0.06642230218195022,0.2641125734850847,0.007254658369912796,0.026430153902874592,0.13663388819387684,0.06637807680391958,0.0,0.14284852669700487,3.9981406402368025,0.11301153260837753,0.7134497947305695,2.2111062385848497,0.2395165002881741,0.0,0.87496328514389
R-102,1.262400953462894,0.9336951282009954,0.02579031121487083,0.0007881731538755608,0.0,0.6656799921924235,0.013866707713418936,0.0,0.026606697605110224,3.057094769336963,0.09548321209983006,0.6399680938609221,0.27547347560883007,0.13385987628382884,0.0,0.661877357032514,0.1588962687413335,0.004504035097332963,0.06575239954596218,1.4026265354532388,0.026256689812700327,0.0,0.05926810355761898,0.25636706804283166,0.008361681372065694,0.026056201582392156,0.13011378623164174,0.072183208595038,0.0,0.1380241316943665,3.7563641823569323,0.11369247395314545,0.7882989812699527,2.443107874255356,0.23353418933975728,0.0,0.8675408444880831
R-103,1.2466407168972358,0.938476354509887,0.026014211648684463,0.0008627809778453653,0.0,0.6115766434956932,0.013118250411483661,0.0,0.026545284845224237,3.286644470053997,0.08765343563776509,0.6809586226297467,0.2508716592212134,0.13618006647706332,0.0,0.6453191452383986,0.16053736523680012,0.004820412016740791,0.06553704642533904,1.3088076086566223,0.02654210046303212,0.0,0.06357868588935535,0.2744801918765088,0.008128573077005811,0.027286633303143393,0.13648026678052175,0.06827407291402222,0.0,0.12438097766831939,3.827204920857269,0.10366115774576509,0.7502393831408107,2.421454579964008,0.2395063147642285,0.0,0.8620526165573122
R-104,1.3007880496559632,0.9398217353536148,0.027614637522695704,0.0008257313937535517,0.0,0.6301885802585683,0.013072195944108918,0.0,0.02741508758788731,3.266052896052711,0.09832097084712556,0.6893852662017713,0.25418735276143833,0.1392870401195855,0.0,0.7102012413823702,0.15329650259125677,0.0044451958279051506,0.06938100091244907,1.3452987839934927,0.026472615202751817,0.0,0.06739892876011068,0.2720065630892511,0.00866219421597699,0.027451551780310456,0.13529393263122297,0.06613965012881831,0.0,0.14047343101893117,3.616413527240975,0.11637345898568813,0.7999354349210055,2.365474883348414,0.2307028619178485,0.0,0.8838090565420544
R-105,1.1878244671547509,0.9397963928362755,0.026188455471880347,0.0007682821325759601,0.0,0.6762954281873879,0.01376278926671336,0.0,0.026510156789878114,3.2373443102475017,0.10068896943787053,0.676852743106102,0.2719786913130605,0.1430556349350286,0.0,0.6557525477521688,0.1598246222660607,0.004619845760304023,0.0665080565981032,1.3030400039112897,0.027180880788908485,0.0,0.07144551700065699,0.24256625596714212,0.007924828726471605,0.02902340369747104,0.13246284487517293,0.06287024738233246,0.0,0.13013924322527406,4.057346487729132,0.1063333595456687,0.7454562057141029,2.420340281682848,0.2374647878751279,0.0,0.8828157646453977
R-106,1.206929741735604,0.9335782703495437,0.02576957367073343,0.000868136496895659,0.0,0.6869267669568381,0.013943149722760097,0.0,0.027104669311157834,3.4040609241624207,0.09808519246490094,0.6918956404035853,0.26709675322791543,0.1379664789372886,0.0,0.6487376409797296,0.16631486478635127,0.005103967086862835,0.06838712676194199,1.3355415112168896,0.025766396704859425,0.0,0.06519696439900009,0.24760304976020564,0.008750599853628827,0.026454131822214247,0.1334840666885395,0.06648346644167243,0.0,0.1297111420663871,3.7430779835857653,0.11367805303175872,0.7604792393664526,2.3019583582261594,0.23373595706680683,0.0,0.8610974778834147
R-107,1.142799577551658,0.9434851894954339,0.02670861356825595,0.0008200834815842314,0.0,0.6789479971696623,0.014229515321843429,0.0,0.026922574778568596,3.4293113213537505,0.1030214197336821,0.6814044511897637,0.24874089702375762,0.1353310438202401,0.0,0.6997962395526869,0.16676784078976298,0.0050149327515788995,0.06479416292973157,1.3807961661813548,0.026697207903869175,0.0,0.06509803800360855,0.24160455988673377,0.008027326342489337,0.02717317785326805,0.13599695019037533,0.06702629607368667,0.0,0.12989129983260525,3.8460134689858902,0.11992075287793719,0.7550514505485276,2.276732345797131,0.23966832596869872,0.0,0.9059114925042837
R-108,1.212501833930438,0.9322522563907847,0.026742217839365284,0.0007702516890923508,0.0,0.6504352057943649,0.014774091939613588,0.0,0.0288976741518206,3.107336060470046,0.0966839173731414,0.6452332492781119,0.2815098330061284,0.12559456917268277,0.0,0.6799165500442326,0.16425327081854096,0.004238100754040998,0.06726160553017421,1.4511472820658302,0.02650818877771541,0.0,0.06593425447159268,0.2624523419604022,0.007625950783018501,0.025962586757940293,0.14114966595458606,0.06498045568812706,0.0,0.14065488638136728,3.8096218812106604,0.11502068472646171,0.7740912276604336,2.3358054448403034,0.23888785251810127,0.0,0.8568213304583361
R-109,1.1369591369396774,0.9081337168313873,0.02795148392909793,0.0008032093350571342,0.0,0.6880955631020482,0.012203789810010779,0.0,0.026921729187005045,3.346984133497183,0.09542355670451606,0.6783388517336585,0.2724786013889263,0.14065323028037535,0.0,0.6842154613034918,0.1664751499098037,0.004942463346984049,0.06483795518094092,1.29227079463214,0.025581112286820584,0.0,0.06657417385789414,0.26476280350473524,0.008324537476396264,0.026408890346752006,0.13075979394828485,0.06553558202178682,0.0,0.13435996214412946,3.355868200704496,0.10794318648321877,0.7877337604649592,2.3668192479696986,0.2345690519896184,0.0,0.8528801398209523
R-110,1.1956122529247648,0.924057069065659,0.028123978994919557,0.000870426767764218,0.0,0.6441683317226726,0.013287347120177439,0.0,0.026637163321227487,3.0166846001156875,0.09167387714992281,0.6838951939416482,0.253282198842847,0.14902877774233678,0.0,0.6674144109660521,0.1594390249713401,0.004816773998011581,0.06637152844322299,1.3587569787805094,0.02508493800460485,0.0,0.06882717973299886,0.2657765239807709,0.008305661780202872,0.028021206008244884,0.1344071553538063,0.06404849325902659,0.0,0.12567835108252928,3.7439866889437683,0.10699979384952268,0.7853509265246017,2.2327873465039327,0.23650585413768468,0.0,0.9076681051093007
R-111,1.1901319098894652,0.9226819561158467,0.026748434872734813,0.0007685675439011635,0.0,0.6072939626832309,0.014127512599545028,0.0,0.027626168089072454,3.2800922290504366,0.09800063839641127,0.6667978937492989,0.26779942394333367,0.14057171990498968,0.0,0.6552596327761446,0.15362167974470867,0.004938621048031238,0.06615236957214939,1.3878884610868953,0.02640972730864159,0.0,0.07168487158730807,0.25459517702817663,0.008472951918284224,0.026818358317188425,0.12918830055371566,0.0687925580588229,0.0,0.13433554990092875,3.7318900918178373,0.10647356561833378,0.7593129868815989,2.554846793327573,0.2405934913711746,0.0,0.9125931850490201
R-112,1.2710861533974271,0.9242392226615642,0.02614400193695581,0.0007887544032333328,0.0,0.6889507394971738,0.013222649553153821,0.0,0.027114679864339918,3.4887522238047,0.0877810827596342,0.7127968413249285,0.23747052304390598,0.13850246750106665,0.0,0.7169341609021777,0.15666548757292978,0.004891281675250551,0.06432526380873657,1.3103085041569713,0.027980596286447532,0.0,0.06735655607270638,0.26967592777136684,0.007503375314228997,0.028285885825633995,0.1376522110554867,0.06808545648668808,0.0,0.1404902012569738,3.784261511037728,0.1112327791676406,0.7607224508679021,2.4680310714878244,0.24114789602173642,0.0,0.8551920802933689
R-113,1.2154991388465812,0.9073325708666864,0.026883501719866205,0.0008345205339337187,0.0,0.7122574616969155,0.013214458795973254,0.0,0.02695546496399288,3.1994851149459684,0.0938136663432047,0.6705860816022925,0.2687247861279988,0.14466480314267008,0.0,0.6685938266413514,0.1723543044428149,0.004941593885504642,0.07012845068560879,1.2812099219474276,0.026625882949958,0.0,0.07051363984730638,0.2655574509958867,0.007949072913230751,0.027027580399117197,0.12591081655168976,0.06469060278624023,0.0,0.13355696631455446,3.7478955534242,0.11442574516163431,0.772537720912742,2.4310680797959874,0.24035094720779113,0.0,0.8841172344594923
R-114,1.2357704654830035,0.9525933076066447,0.02848146828611424,0.0008084125318495406,0.0,0.6963547562283198,0.014003104617073898,0.0,0.025782613948149343,3.3871771574311884,0.10331372361834133,0.6794884741916698,0.23724711520599848,0.13381772337686224,0.0,0.6620096670253779,0.16462978251082463,0.004952779510568142,0.06958500437285121,1.365844546524656,0.02461373966395657,0.0,0.06506423362136608,0.24918799112247442,0.007916074790161211,0.02728281837610789,0.12709200526122158,0.06408142546922824,0.0,0.13917349221928704,3.5911320432339737,0.10499759074736975,0.7601882210932478,2.3682642902530113,0.2271063397667588,0.0,0.919020745244369
R-115,1.190766805293679,0.9536144031266666,0.027578119763878407,0.0008000244823477725,0.0,0.6472191233950121,0.012405360678694882,0.0,0.02748010162926617,3.0476477155681674,0.0988528063543601,0.619403501010865,0.26837355685991154,0.13948027097202448,0.0,0.6836721584361772,0.1654906550851011,0.004877096152951407,0.06476604186697894,1.265656768697143,0.02771951886100235,0.0,0.06784326168759687,0.26369835017748705,0.008307738088418865,0.025550627575712033,0.13410219414427965,0.06866442799788643,0.0,0.1359436735816677,3.9065786649292003,0.10153012584921596,0.7582793640626698,2.43323739588082,0.24671719675596984,0.0,0.8744223303007316
R-116,1.1968134690397718,0.8980751740779684,0.025273341322110225,0.0007958548001707525,0.0,0.6794450890968468,0.013559145527225163,0.0,0.02768780180166773,3.4987543324909147,0.09518548136860484,0.6431859101059183,0.23043903218149833,0.14117386809647714,0.0,0.6993461639231355,0.1597271079096291,0.004861840845398789,0.0642112881380281,1.2742541802104226,0.028630797177675277,0.0,0.0667416360075541,0.2610454306518491,0.008363883920626045,0.02648350507510481,0.13047137216565746,0.06654195226836854,0.0,0.1376330007269192,3.776345384579284,0.11186369715518642,0.7402051106453014,2.3475918701700413,0.23562918873544333,0.0,0.935087350367751
R-117,1.254536932676509,0.9134985003586948,0.025323505672630652,0.0008085641168799548,0.0,0.7278464411639152,0.014095617542483903,0.0,0.026681384643104107,3.237241568798291,0.09305419553725332,0.6686137348045927,0.2478482706853792,0.13291696357149796,0.0,0.6837538228202398,0.15478751520420375,0.0050429944777028,0.06624361897942214,1.4243955444191845,0.027217096022095735,0.0,0.07140918699311821,0.2771083896604305,0.008298696922161015,0.025778047727125355,0.12976845768439307,0.06404217608174659,0.0,0.13620500868976576,3.758633339718471,0.11622252845285402,0.7311827548415349,2.410474387360794,0.2526206801628659,0.0,0.879033867481816
R-118,1.1968969511367622,0.9387604979536729,0.027144625216163887,0.0008161464911713934,0.0,0.6883728875621287,0.01335662821370391,0.0,0.02536775459030078,3.3200527772855026,0.1036451917382238,0.6648268853161843,0.25955495743024426,0.1353259911763202,0.0,0.6454879225258943,0.1646202339518593,0.004854816012932739,0.0680092813635945,1.4383231033504391,0.024973566320882618,0.0,0.06512699127563397,0.2613748036407821,0.00840796092596707,0.026327199314678248,0.12854977774851598,0.06519534090765569,0.0,0.13266923790592336,3.4052220318909723,0.11201916435181451,0.7437143257440025,2.416928535842785,0.24062000002000725,0.0,0.9434020113133739
R-119,1.1911173870833296,0.9212076004917891,0.026989259052525746,0.0008199227357246755,0.0,0.6168547348969938,0.013500652236061034,0.0,0.027347260264634906,3.077920096738292,0.09471310544242151,0.6355166213728113,0.27668954085203573,0.13790796648326198,0.0,0.6425901785029232,0.1653986303603812,0.004737611150878692,0.0668850261145096,1.4022113329354209,0.026900135337819896,0.0,0.0659109630062859,0.26595562202533995,0.007533308078557937,0.02575740254268394,0.13813123069881064,0.06534379207821586,0.0,0.13137795811423952,3.84865460036664,0.1170337626773824,0.7660449668772585,2.4685255724429642,0.24593727696021003,0.0,0.9211218372860408
R-120,1.193960343414465,0.9187314282972272,0.02851045991330273,0.0008034192081754545,0.0,0.6339049543839593,0.01345762623724047,0.0,0.026565407638441802,3.1081545987877472,0.09910969621124305,0.6980980078776827,0.28277004622017865,0.13690052218790538,0.0,0.681256171403037,0.15941764858715018,0.004702687585331103,0.07203770278916667,1.3464072900355748,0.028456568053248435,0.0,0.07067320524637756,0.28084695378989893,0.008664970994657803,0.02568439089808934,0.13179331445011758,0.06595138335345416,0.0,0.13777352927736314,3.630431342807609,0.1102935677493194,0.7472077627096915,2.4660543324647475,0.2598034933542299,0.0,0.9051791626228415
