id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
non_163,0.0246,0.016,5.3941,0.00595034,16.0659,conventional,medium,non_renewable,201.394,213.743,1.971,344.658,0.038,90.738,0.608,20.8,3.775,0.1231
non_164,0.1975,0.0223,0.7312,0.08850961,238.9759,recycled,,non_renewable,1433.226,989.902,6.328,994.766,6.869,451.63,0.791,469.8,0.921,0.0678
non_165,0.1013,0.0873,2.0821,0.01729496,46.6964,conventional,high,non_renewable,746.67,649.081,6.145,1072.009,2.356,220.3,0.813,472.0,3.151,0.0861
non_166,0.1306,0.0602,0.7989,0.03371007,91.0172,conventional,high,non_renewable,2154.14,1634.171,9.844,644.718,0.586,460.681,0.84,252.1,2.596,0.0894
non_167,0.0769,0.013,2.1404,0.03867545,104.4237,conventional,high,non_renewable,2633.957,1719.832,19.336,1533.319,7.594,606.293,0.863,668.6,2.536,0.1137
non_168,0.1106,0.0451,2.9946,0.09600143,259.2039,recycled,,non_renewable,1395.098,1109.205,8.16,1189.956,2.228,707.77,0.552,72.1,1.89,0.0978
non_169,0.1633,0.0778,5.2958,0.34282818,925.6361,conventional,medium,non_renewable,17664.953,16781.404,187.438,16934.3,93.524,4738.038,0.719,1038.9,3.146,0.074
non_170,0.0673,0.0328,3.553,0.03850068,103.9518,conventional,medium,non_renewable,1881.572,1392.357,24.601,1961.176,3.123,531.935,0.611,1141.2,3.284,0.0749
non_171,0.1154,0.0898,0.9868,0.01625069,43.8769,conventional,low,non_renewable,691.271,788.929,7.097,430.074,3.422,262.909,0.446,1088.9,4.156,0.0785
non_172,0.1439,0.0615,4.7138,0.25065738,676.7749,recycled,,non_renewable,6049.736,3762.0,30.402,1787.398,9.488,1741.793,0.682,342.3,1.347,0.0968
non_173,0.1835,0.1301,4.155,0.21854601,590.0742,conventional,low,non_renewable,8210.535,7653.112,106.893,8305.007,19.171,3910.802,0.5,771.3,4.599,0.1029
non_174,0.1809,0.1473,4.828,0.16756144,452.4159,conventional,high,non_renewable,9386.558,6622.976,71.707,9326.642,6.701,2135.319,0.82,148.9,2.287,0.0921
non_175,0.0824,0.0711,1.6828,0.00913227,24.6571,conventional,medium,non_renewable,384.512,345.394,4.513,316.561,0.447,152.156,0.651,416.8,3.971,0.0875
non_176,0.0506,0.0006,2.9386,0.02359329,63.7019,conventional,medium,non_renewable,893.019,942.188,13.78,1116.828,2.579,349.019,0.663,710.5,3.66,0.1136
non_177,0.0585,0.038,3.9983,0.02481982,67.0135,recycled,,non_renewable,582.162,367.208,2.229,394.418,4.681,190.037,0.698,1186.1,1.718,0.0965
non_178,0.1536,0.0727,1.9008,0.10937744,295.3191,recycled,,non_renewable,2050.746,1569.041,13.772,948.795,7.156,634.307,0.762,762.1,0.958,0.1046
non_179,0.071,0.0088,5.6083,0.08744999,236.115,recycled,,non_renewable,1761.801,1203.021,9.291,890.52,20.193,577.145,0.781,1157.3,1.376,0.0912
non_180,0.1361,0.1247,0.231,0.00216118,5.8352,conventional,low,non_renewable,94.414,84.018,0.922,102.398,0.284,34.486,0.493,494.7,3.464,0.1095
non_181,0.1066,0.0369,0.4084,0.01282536,34.6285,recycled,,non_renewable,180.653,119.124,1.989,66.659,0.962,94.858,0.596,298.5,1.916,0.0979
non_182,0.1885,0.0665,5.253,0.5133718,1386.1039,conventional,high,non_renewable,22775.09,15633.035,283.711,9135.254,55.712,7266.173,0.851,465.2,3.063,0.1071
non_183,0.075,0.0125,4.5885,0.07878511,212.7198,conventional,medium,non_renewable,3492.61,2817.196,30.542,2931.249,3.157,1201.8,0.625,135.2,3.501,0.0992
non_184,0.1145,0.0501,4.802,0.15998221,431.952,conventional,high,non_renewable,6214.711,6093.619,85.916,4792.572,14.558,1645.268,0.918,809.9,2.102,0.0981
non_185,0.1859,0.0019,3.7742,0.4095533,1105.7939,conventional,low,non_renewable,23845.99,20087.729,238.068,12376.112,8.914,7532.869,0.488,102.2,3.749,0.1114
non_186,0.0248,0.0196,5.254,0.00378203,10.2115,conventional,medium,non_renewable,185.879,178.008,1.655,163.497,0.846,59.184,0.606,1012.9,3.637,0.0975
non_187,0.1619,0.1118,1.3676,0.05886187,158.927,conventional,high,non_renewable,2525.329,1984.86,27.479,2449.417,3.859,624.241,0.972,487.0,2.652,0.0499
non_188,0.1453,0.0625,0.4835,0.02614218,70.5839,recycled,,non_renewable,538.785,399.17,3.807,424.855,5.476,211.478,0.685,1130.3,1.532,0.1003
non_189,0.1613,0.0847,1.1608,0.06873816,185.593,conventional,low,non_renewable,3766.813,3505.526,36.845,1501.974,3.527,1120.25,0.429,394.4,4.044,0.0823
non_190,0.062,0.0292,4.6053,0.04333513,117.0048,conventional,medium,non_renewable,2036.841,1695.298,27.94,1391.029,1.106,537.724,0.685,221.5,2.477,0.0868
non_191,0.0507,0.037,1.6218,0.00612706,16.5431,conventional,low,non_renewable,315.351,304.018,3.432,307.978,0.965,112.314,0.518,550.9,4.841,0.0781
non_192,0.1018,0.0004,1.5249,0.04965194,134.0602,conventional,high,non_renewable,2653.677,1900.327,26.134,2986.483,4.225,623.151,0.846,694.8,2.564,0.0802
non_193,0.0757,0.0717,1.9209,0.00352508,9.5177,conventional,high,non_renewable,156.373,128.223,1.669,67.593,0.215,36.978,0.938,264.1,2.563,0.0661
non_194,0.0411,0.0221,0.7786,0.0029428,7.9456,recycled,,non_renewable,55.628,34.465,0.551,30.346,0.405,22.159,0.821,1083.8,1.681,0.0957
non_195,0.1992,0.0853,3.1691,0.32273078,871.3731,conventional,high,non_renewable,13472.105,10486.672,181.338,14120.064,79.725,3927.491,0.818,791.3,2.534,0.0868
non_196,0.0526,0.006,2.865,0.02460155,66.4242,recycled,,non_renewable,527.541,334.975,1.653,196.435,0.108,180.349,0.866,20.5,1.766,0.0823
non_197,0.0718,0.0445,4.3043,0.0429423,115.9442,recycled,,non_renewable,597.098,423.297,3.711,420.407,1.688,264.234,0.772,654.2,1.193,0.0878
non_198,0.1343,0.0023,3.3866,0.19192152,518.1881,recycled,,non_renewable,2836.293,1942.469,49.172,2741.086,18.109,1541.863,0.821,489.7,1.799,0.1057
non_199,0.0873,0.0079,5.496,0.13039536,352.0675,conventional,medium,non_renewable,4380.964,4628.894,70.191,4609.611,32.522,1825.491,0.784,1079.0,3.542,0.0929
non_200,0.1007,0.0379,2.3878,0.06522958,176.1199,conventional,high,non_renewable,3491.893,2919.088,38.001,1966.975,6.694,849.06,0.975,567.0,2.694,0.0824
non_153,0.07463605090138352,0.0357987650094585,2.62552690960084,0.14818634073979783,206.0590025548181,conventional,medium,non_renewable,2185.3600948933436,4761.784842939156,46.163888817638,2037.2449880252434,22.430416480093832,585.7748881510256,0.7289193837987503,603.9752888647893,2.0639597261354234,0.09161503940024113
non_189,0.10733455185644435,0.06835813291459185,3.4596303882053436,0.06997769115407818,285.6584089153397,recycled,high,non_renewable,3286.189638656544,805.0400313755044,17.23226783574601,2647.8229810265375,15.738507335594477,1167.550596123541,0.6939243568233765,678.4241954004921,2.246538332958886,0.10046484000161679
non_002,0.10892067708356747,0.04627910741574351,3.476366571283059,0.03221376018739934,267.31835358568077,recycled,medium,non_renewable,3541.4134484028928,3086.28103293897,34.29589499069369,2065.1326040965014,8.281191253537836,989.6615520445985,0.6832736509447345,581.7274590307651,2.7660062768007694,0.08299138164166882
non_035,0.10782222720101188,0.06158783052551217,1.931139370105445,0.08573042328732762,361.2677310117665,conventional,low,non_renewable,2809.2666372017648,4361.687686937206,42.55645350527032,398.6422882156767,12.299588785336187,959.0422211932541,0.7191867103110313,554.4835717969411,2.7131071661524886,0.09845790335625584
non_115,0.12261843825744366,0.03277120146183611,3.587431107883144,0.047385641722184124,298.6454941490506,conventional,high,non_renewable,3202.1595619937966,3501.583983757693,49.722033545049456,2411.871522676319,17.096816683233207,1030.28723752428,0.7496381115136034,751.9806477079968,2.7720094220132867,0.08999909865725544
non_048,0.086667276136081,0.038247872790063114,2.5178636177995726,0.08223628946608263,325.0450833210409,recycled,high,non_renewable,3527.4264981330793,1605.19202082906,48.63133300563463,4970.643507343351,5.180091375248508,1555.6042772542423,0.6804927425012365,709.9859384552972,2.39590018787473,0.09139755331971419
non_091,0.10296990725067977,0.04988818790486818,2.9887662215993323,0.1639804744443913,219.68827359042183,conventional,high,non_renewable,5696.766677634378,3653.795480654017,62.56343993204945,2401.3564213552577,12.723395329719944,905.0219847485189,0.6542338866977172,625.6132364305128,2.3455502476787404,0.08745269460326618
non_128,0.09019927239180763,0.07716189477369324,3.3489377073690587,0.0239201051756623,372.14034847993673,conventional,high,non_renewable,5531.1052286343765,1642.167301262549,34.64736464929166,1394.8338394714428,9.668581570845047,423.3032789145384,0.7794695477893904,550.5855401554061,2.74269775737795,0.09304958003042997
non_178,0.07146668968155502,0.05997550166002322,2.616434810932227,0.09643805612631018,210.7686240633598,recycled,low,non_renewable,4951.78177724528,3641.704284867339,11.343758118001766,1859.852097425903,13.28159178179331,1344.59955919524,0.7384474326044804,687.323931036825,2.497285140296861,0.09220849687005556
non_034,0.10576368977658951,0.04696741908518113,2.2127742072621124,0.1479446860285957,217.9537499238393,conventional,high,non_renewable,5225.300616647827,866.9934670314237,32.57470189764268,2721.8976001306414,9.851848448467464,1461.19976936101,0.7008313789819466,605.6490079572781,2.8969710836900364,0.09138257264304117
non_149,0.10775018950721876,0.04865540837802169,2.04531593012124,0.131617884063763,179.70469175797263,recycled,high,non_renewable,5359.013367835702,3021.3929251455006,51.33653056060275,4392.071784090962,5.471286206535722,1098.606006428473,0.7224281134399669,495.87281992801013,2.6323492493264355,0.08996301945136183
non_103,0.10715055099914024,0.03312863065131683,3.7468980145517916,0.07051471584824534,166.94139079998035,conventional,medium,non_renewable,3381.745875186558,480.98721743503575,21.268315298363817,2035.8544303650692,8.445711263367503,831.1669225258308,0.772601505589817,805.5899786108425,2.748185143811762,0.08883910238204876
non_024,0.11501557004577542,0.04625750303936997,3.4440523368936646,0.09219559232221516,281.8864488948639,conventional,medium,non_renewable,5623.947056089626,3211.24843247855,42.81184542527803,4649.979734970676,4.649603603503386,1334.0895981680117,0.7741102515311553,756.1114919291085,2.5558281543509014,0.09681382878395542
non_144,0.08353921389877395,0.0725835887967479,2.4199374203836257,0.09496082592057968,159.5033546487793,recycled,medium,non_renewable,2055.400264826015,2097.203759684012,35.475675780938126,3980.6306338011354,11.592665890981332,1356.4773651784953,0.7590157667750596,678.1033075865447,2.5499845700247037,0.08075781575049717
non_024,0.12629887992355368,0.048465822354483615,2.9210758547142643,0.07965397191537886,320.5256400748705,conventional,high,non_renewable,4190.186599718833,845.5329462217242,26.919208364365016,245.8339829097631,15.355365044935391,834.4599709511351,0.7535778813252648,593.9300450315272,2.7614054766165084,0.09137478195986475
non_136,0.12883796098810904,0.06606419680063037,3.6127140772817645,0.06962687548122719,191.68255626010344,recycled,low,non_renewable,1098.0678838243266,1422.1159976351935,69.10123320139925,925.1985592395067,8.035454361220406,1958.6227892775332,0.749077292270678,801.7017467129929,2.6980122690533688,0.08692063235019262
non_037,0.11086936105369266,0.040636160336006664,3.8939611780754824,0.06731248661099919,325.99323010605667,conventional,high,non_renewable,2876.5803269548987,3112.1858801404487,36.38316488367653,2955.224599545804,12.350973763052407,1914.264557705155,0.7384675231460619,415.10845732321707,2.7051248213395276,0.09230508598741435
non_125,0.08903379772922548,0.06525700629152055,2.9921281863347162,0.10770950037080954,134.8078905912343,conventional,medium,non_renewable,2078.541731540468,20.648,14.374131067866568,1815.067597193542,7.842989396742395,863.3180349596134,0.7113017999307436,607.584215118478,2.4546309466379963,0.0896332999955232
non_032,0.0991991339646424,0.05315027370587779,4.0059830997202495,0.1142249596313868,144.97699684253843,conventional,medium,non_renewable,2629.853558471448,1680.920666190047,46.17339393638061,4041.8909609084894,1.4173959750430765,1139.8136120833592,0.7004412088347872,520.6713246570226,2.595963916849999,0.08914652921155179
non_157,0.09354030957495414,0.06393761302965917,2.9522266578733753,0.15983480097862274,305.9908060890328,recycled,low,non_renewable,1368.411634620912,1757.3600673389574,26.0112083306429,4910.554697957012,15.040661075648778,2023.2130046257055,0.7265414766973154,538.9922013114902,2.4060026576541764,0.09474605482647935
non_066,0.10649475560069219,0.0395802981741622,2.192902950603313,0.09148758068599609,131.45169067839572,recycled,medium,non_renewable,4801.686482845438,3646.97367767482,42.06152549914487,4772.026425253199,6.243310917050318,59.09791068551408,0.6666072080515658,571.9140639057815,2.877532744157665,0.09218735445336931
non_104,0.09385946433565144,0.05994211678270214,2.6050389354875776,0.08919467340590176,280.5606040439132,conventional,low,non_renewable,3623.710435092619,3384.975009762059,24.816691064629772,2102.269887760114,9.312761839267496,1614.2536085996271,0.7018569030264912,502.35068091017627,2.4504922412434786,0.0899925790610463
non_189,0.10379611307344995,0.04667889855456148,2.96945206905961,0.03877490990816141,215.37454537938007,conventional,medium,non_renewable,3435.7233938355052,979.3924126782376,35.28662938467646,1272.8598295320649,12.926746008618702,1746.9593547923505,0.7576807449846507,707.2162356013055,2.7888361907451635,0.08448221212989207
non_126,0.06794454511639039,0.06874546969784599,2.263382680153202,0.10304781783661648,235.0065988024308,conventional,high,non_renewable,3021.6612239480496,3012.89452589418,41.85717456050205,2637.4481392769603,13.449076675820557,840.4445698845198,0.7534180798517367,521.1880697811448,2.5881108455225044,0.09863062685998833
non_016,0.10665568425444472,0.05465078526251323,2.739068805847259,0.044267718949477744,200.38095596198258,conventional,high,non_renewable,5148.675304218315,2279.0282266588024,58.563656376171195,4569.950679850088,10.360364481829066,517.1969003246637,0.6860381935225643,660.7807338599962,2.574383530384326,0.08539940303850777
non_079,0.09868114021820326,0.05994820301017265,2.2854732445793817,0.0856627550905162,437.761867695763,conventional,high,non_renewable,3360.367893801758,5322.435443659011,31.382670338616666,2318.0740807018583,2.9534315930084807,1989.6501604001642,0.7933437551664331,624.1065478152317,2.2533693516468882,0.07986288946648412
non_062,0.1238787313246265,0.03562469807832808,3.472841277508764,0.036035592824349365,216.0613678382186,recycled,medium,non_renewable,1886.1881116280267,2514.4914969307947,57.03383606626239,2263.3687664990166,4.985046175773587,779.1022124824017,0.7706006917168042,688.4627037062949,2.794955688234485,0.09207910465015691
non_025,0.10033564402459084,0.04858226760341598,3.2898125618837746,0.07917759641674321,382.45934660995147,recycled,low,non_renewable,5749.734970341271,1619.3511279701256,16.665986136168236,2154.4750383588257,12.922641831407507,205.68713184690773,0.7262094515011229,520.9640627692556,2.225738095033167,0.08911235564017994
non_008,0.10904360809949716,0.042266222024236924,3.9336063365313887,0.18470069187760058,212.65801720809858,conventional,high,non_renewable,6400.006777501155,2150.864169135914,19.355060762526353,2911.841126402526,11.455188523986633,366.6595732403882,0.7515377710735633,694.952131900274,2.8586984551341446,0.09055248989038087
non_142,0.13018774110173864,0.04077465367051939,3.487736428655052,0.01658206197433841,353.7063020016041,conventional,medium,non_renewable,3688.561058832481,1380.9297806320683,31.225801120552006,2093.97071781281,9.306438349944266,375.18975796816915,0.7434683287158257,502.79358504906264,2.753377057360085,0.09406682059932456
non_123,0.12747750275957903,0.042874955801306125,2.62073506741653,0.08730291944403795,317.46417193611757,conventional,high,non_renewable,3868.3254458294973,4553.884607822862,43.54260298883305,2134.237406750577,5.494120125739111,1609.748745730224,0.7550124986200711,502.11184235433757,2.340843260281165,0.08976768892379226
non_184,0.10393176395618171,0.05471942074046465,2.5788286828783087,0.09663136711675226,298.9557551691339,conventional,medium,non_renewable,2320.7386546048497,2833.040438206899,51.69547299683129,4000.5115486984696,4.127265310552321,1243.8584945476568,0.7037528183724431,537.839555314351,2.6238595593941643,0.09376021242749011
non_052,0.0793321675513034,0.04583720778385281,2.6257041049157657,0.15055449702499202,280.99628347851404,recycled,high,non_renewable,4315.8949707057545,2123.9280113727746,17.71853369641416,4338.900481147421,11.92042240881086,1134.7364734658313,0.7921743291585845,521.3173957734921,3.18218526348788,0.0904533681229798
non_118,0.10170719207826319,0.04346537858258317,2.729874591885042,0.09508623670398642,137.64737648538198,conventional,low,non_renewable,4249.644942291275,1550.9054952919648,8.103728529831372,1372.3098402796636,10.026684154407906,1574.9275653633636,0.6036585395108167,703.2434480622485,3.1045525224035555,0.09104531700138191
non_092,0.1045424367295749,0.05333624015423205,3.050254337028445,0.03575421761876611,383.4682605481126,conventional,high,non_renewable,3570.7817794516063,874.5510700681439,13.344051608997951,2330.174892487965,11.901725840030497,2017.98244016305,0.7227140267907931,679.3782191509767,2.695124702840955,0.08827346092789745
non_157,0.11036606043202912,0.06495476688047488,3.8924923276208565,0.117022757607605,350.10565589879855,conventional,low,non_renewable,4854.183817521587,2190.2841131510063,43.1780175376111,2839.427400282172,0.37938581199312615,859.6953785617046,0.7715269679466288,598.9069852934657,2.7658487695263445,0.08762256228113242
non_003,0.10505735570851393,0.058098429179132806,3.7043527495067012,0.0904517857728708,164.76387731168734,conventional,high,non_renewable,2702.2732532530654,1932.8954392462238,24.67018657764514,1910.5390201377622,16.880031123601775,259.37074844329186,0.7075488108668309,527.7320598187124,2.571883992451735,0.08820669560055891
non_114,0.08609962716182999,0.033039023786432885,3.718083347002015,0.12901002278604012,211.23232733231552,conventional,high,non_renewable,5181.436697026367,2007.8528133207838,26.509277140657844,1682.5361518061768,10.313131593297603,651.4454155494257,0.7921448317260946,370.40064567544357,2.837204256830515,0.09450005154041694
non_167,0.0913888175206365,0.0299079237245865,3.776559536374874,0.053881764435033605,211.9406311412696,recycled,high,non_renewable,7297.337481148628,3063.760511796993,46.15090236683705,2820.196169655348,6.615962794839721,962.7878367099115,0.7012422598999448,578.5942604914544,2.9488404291520647,0.08947887784536118
non_091,0.1174763672253332,0.043842392138245805,2.258676953770429,0.1246463918667386,176.99929519733436,conventional,low,non_renewable,6239.190141784539,694.4312667521485,27.466225095117395,4927.719310936054,13.929204707046576,10.8512,0.7432806343850956,490.30766401621605,2.891717307261518,0.08852980398320881
non_029,0.09887720250785656,0.04041471756605439,3.5384379923032157,0.10245118345971836,196.4112912283715,conventional,medium,non_renewable,1771.6520065464424,3487.4275429452327,21.53198077698388,2727.478610599439,17.466203355750114,702.7671756387799,0.6760977386923213,611.3577405938036,2.7861896377843,0.09436240285149718
non_162,0.13307290618753617,0.06131244986235519,3.2812499733186264,0.11144702313736027,146.22482134292034,conventional,high,non_renewable,4073.273722653841,5956.391970849863,38.33271338498892,2360.5596185751074,20.50594732539364,1527.1983440344661,0.767229258834738,535.8862753256025,2.8517218598724616,0.09111142772953355
non_121,0.10680449816598916,0.04889160125471427,2.123902733136055,0.10832433536840705,107.18585549156992,conventional,high,non_renewable,6112.892897326231,3538.4880355012288,40.770053086651814,2117.3911492666894,11.33881572666707,1558.671209285175,0.7309548947045118,676.7843651240515,2.062367492380053,0.09380380542222175
non_015,0.08549029247614537,0.03675429046334637,2.7021412289901248,0.06102503398719378,389.92756235887884,conventional,low,non_renewable,6040.011470811403,3439.2118035697545,29.516032191293313,2011.3366701374966,10.155198603535382,1193.3849220519849,0.6767205250574829,671.1894611733378,2.5021408387412167,0.09117936241580962
non_137,0.11023033370305411,0.020994704297799874,2.7873095027233457,0.08249425123632072,213.9990837766557,conventional,medium,non_renewable,3793.4006275251454,1434.0679270885198,25.65618238688171,1496.5986168034606,11.722749716707954,835.5028353477077,0.7999058656622815,357.91747885512723,2.6661121983271285,0.09251699645620758
non_109,0.0889140002423383,0.0505391530041723,2.9025303766276234,0.0653677576110074,250.2986884761466,conventional,high,non_renewable,5808.982399403735,5514.495607973726,53.58176171974993,3817.6460853922968,8.142460252187753,1018.7599084198515,0.7084541975503177,657.5715204977706,2.7000886376229585,0.08643208505332427
non_079,0.11792589182897434,0.06437474261653824,3.128288528613653,0.15896249837521004,390.6822334746448,conventional,high,non_renewable,3532.6522047721214,5629.483340563218,25.897758377444667,2959.5002162001215,7.218315813180379,1830.2588831081375,0.7280859305745644,554.3778732301846,3.143366839354033,0.08947725476245029
